0.0015499     	 -2.203409e+04 4.380579e+04 7.867368e+04 	 -2.201008e+04 4.380587e+04 7.867386e+04 	 -2.400591e+01 -7.567098e-02 -1.727407e-01 
0.00197972    	 -1.628078e+04 4.134677e+04 7.490949e+04 	 -1.625683e+04 4.134686e+04 7.490967e+04 	 -2.395556e+01 -8.524643e-02 -1.811962e-01 
0.00249549    	 -1.233434e+04 3.963109e+04 7.232416e+04 	 -1.231044e+04 3.963119e+04 7.232434e+04 	 -2.390202e+01 -9.448598e-02 -1.882316e-01 
0.00311429    	 -9.530601e+03 3.840901e+04 7.051776e+04 	 -9.506756e+03 3.840912e+04 7.051796e+04 	 -2.384573e+01 -1.037220e-01 -1.939298e-01 
0.00385657    	 -7.466286e+03 3.751758e+04 6.922812e+04 	 -7.442499e+03 3.751770e+04 6.922832e+04 	 -2.378748e+01 -1.132653e-01 -1.983299e-01 
0.00474757    	 -5.909054e+03 3.685538e+04 6.829683e+04 	 -5.885326e+03 3.685550e+04 6.829703e+04 	 -2.372833e+01 -1.234418e-01 -2.014212e-01 
0.00581659    	 -4.718323e+03 3.636389e+04 6.762185e+04 	 -4.694654e+03 3.636403e+04 6.762205e+04 	 -2.366969e+01 -1.346157e-01 -2.034076e-01 
0.00709941    	 -3.796776e+03 3.600025e+04 6.712748e+04 	 -3.773163e+03 3.600039e+04 6.712769e+04 	 -2.361305e+01 -1.472597e-01 -2.042873e-01 
0.00863879    	 -3.096924e+03 3.572085e+04 6.676971e+04 	 -3.073364e+03 3.572101e+04 6.676991e+04 	 -2.356025e+01 -1.617273e-01 -2.042841e-01 
0.0104849     	 -2.576329e+03 3.550756e+04 6.650680e+04 	 -2.552816e+03 3.550774e+04 6.650701e+04 	 -2.351317e+01 -1.782579e-01 -2.028747e-01 
0.0126986     	 -2.220297e+03 3.533393e+04 6.631288e+04 	 -2.196822e+03 3.533412e+04 6.631308e+04 	 -2.347409e+01 -1.971204e-01 -2.000893e-01 
0.0153526     	 -2.048360e+03 3.518284e+04 6.616312e+04 	 -2.024915e+03 3.518306e+04 6.616331e+04 	 -2.344486e+01 -2.185827e-01 -1.952925e-01 
0.0185392     	 -1.918830e+03 3.505672e+04 6.604896e+04 	 -1.895401e+03 3.505696e+04 6.604914e+04 	 -2.342934e+01 -2.430468e-01 -1.892717e-01 
0.0223581     	 -1.845234e+03 3.494695e+04 6.595790e+04 	 -1.821802e+03 3.494723e+04 6.595808e+04 	 -2.343251e+01 -2.707793e-01 -1.829911e-01 
0.026948      	 -1.832251e+03 3.485289e+04 6.587251e+04 	 -1.808791e+03 3.485319e+04 6.587268e+04 	 -2.345938e+01 -3.016753e-01 -1.770290e-01 
0.0324454     	 -1.862550e+03 3.477721e+04 6.579817e+04 	 -1.839033e+03 3.477754e+04 6.579834e+04 	 -2.351712e+01 -3.352630e-01 -1.717745e-01 
0.0390274     	 -1.886655e+03 3.471112e+04 6.574023e+04 	 -1.863040e+03 3.471149e+04 6.574040e+04 	 -2.361490e+01 -3.709126e-01 -1.673596e-01 
