0.0015499     	 -1.365904e+05 9.769647e+04 1.565713e+05 	 -1.364734e+05 9.769711e+04 1.565722e+05 	 -1.170917e+02 -6.393336e-01 -8.838203e-01 
0.00197972    	 -1.006484e+05 8.363453e+04 1.370171e+05 	 -1.005319e+05 8.363528e+04 1.370180e+05 	 -1.164533e+02 -7.516722e-01 -9.037466e-01 
0.00249549    	 -7.660065e+04 7.350840e+04 1.237542e+05 	 -7.648483e+04 7.350927e+04 1.237551e+05 	 -1.158154e+02 -8.735289e-01 -9.093484e-01 
0.00311429    	 -6.241262e+04 6.572294e+04 1.144021e+05 	 -6.229745e+04 6.572394e+04 1.144030e+05 	 -1.151725e+02 -1.006292e+00 -9.018552e-01 
0.00385657    	 -5.279097e+04 5.949221e+04 1.078189e+05 	 -5.267645e+04 5.949336e+04 1.078198e+05 	 -1.145272e+02 -1.152020e+00 -8.846322e-01 
0.00474757    	 -4.594421e+04 5.460955e+04 1.029443e+05 	 -4.583032e+04 5.461086e+04 1.029451e+05 	 -1.138855e+02 -1.312751e+00 -8.615634e-01 
0.00581659    	 -4.182294e+04 5.066583e+04 9.907829e+04 	 -4.170969e+04 5.066732e+04 9.907912e+04 	 -1.132515e+02 -1.486540e+00 -8.363166e-01 
0.00709941    	 -3.885084e+04 4.736995e+04 9.629757e+04 	 -3.873821e+04 4.737162e+04 9.629837e+04 	 -1.126288e+02 -1.669192e+00 -8.062825e-01 
0.00863879    	 -3.640834e+04 4.481779e+04 9.441325e+04 	 -3.629631e+04 4.481965e+04 9.441402e+04 	 -1.120300e+02 -1.857673e+00 -7.669322e-01 
0.0104849     	 -3.499822e+04 4.284945e+04 9.313141e+04 	 -3.488675e+04 4.285150e+04 9.313213e+04 	 -1.114746e+02 -2.048114e+00 -7.170662e-01 
0.0126986     	 -3.318528e+04 4.142927e+04 9.261485e+04 	 -3.307430e+04 4.143150e+04 9.261550e+04 	 -1.109842e+02 -2.237728e+00 -6.537903e-01 
0.0153526     	 -3.175147e+04 4.032480e+04 9.274718e+04 	 -3.164088e+04 4.032723e+04 9.274774e+04 	 -1.105896e+02 -2.427037e+00 -5.661581e-01 
0.0185392     	 -3.022750e+04 3.976021e+04 9.318192e+04 	 -3.011719e+04 3.976283e+04 9.318237e+04 	 -1.103159e+02 -2.615228e+00 -4.496269e-01 
0.0223581     	 -2.873821e+04 3.902717e+04 9.390057e+04 	 -2.862800e+04 3.902998e+04 9.390086e+04 	 -1.102080e+02 -2.804186e+00 -2.912002e-01 
0.026948      	 -2.699190e+04 3.815532e+04 9.521464e+04 	 -2.688165e+04 3.815829e+04 9.521479e+04 	 -1.102544e+02 -2.969914e+00 -1.524188e-01 
0.0324454     	 -2.475456e+04 3.688174e+04 9.659662e+04 	 -2.464410e+04 3.688484e+04 9.659669e+04 	 -1.104631e+02 -3.092974e+00 -6.839160e-02 
0.0390274     	 -2.260010e+04 3.584443e+04 9.790079e+04 	 -2.248922e+04 3.584760e+04 9.790086e+04 	 -1.108746e+02 -3.167236e+00 -7.045231e-02 
0.0467152     	 -2.060697e+04 3.466559e+04 9.924265e+04 	 -2.049539e+04 3.466880e+04 9.924279e+04 	 -1.115741e+02 -3.204558e+00 -1.397531e-01 
0.0555419     	 -1.938226e+04 3.329219e+04 9.990145e+04 	 -1.926963e+04 3.329541e+04 9.990171e+04 	 -1.126344e+02 -3.219496e+00 -2.598915e-01 
0.0655893     	 -1.892924e+04 3.137891e+04 9.946242e+04 	 -1.881512e+04 3.138212e+04 9.946283e+04 	 -1.141184e+02 -3.217317e+00 -4.105487e-01 
0.075746      	 -1.912073e+04 2.935058e+04 9.818791e+04 	 -1.900480e+04 2.935378e+04 9.818851e+04 	 -1.159241e+02 -3.197258e+00 -5.997550e-01 
0.0871565     	 -1.964759e+04 2.711387e+04 9.634324e+04 	 -1.952912e+04 2.711704e+04 9.634409e+04 	 -1.184794e+02 -3.170748e+00 -8.479632e-01 
0.0988597     	 -2.013290e+04 2.516884e+04 9.481949e+04 	 -2.001089e+04 2.517198e+04 9.482065e+04 	 -1.220074e+02 -3.135646e+00 -1.155451e+00 
0.110413      	 -2.034683e+04 2.385686e+04 9.445789e+04 	 -2.021999e+04 2.385995e+04 9.445943e+04 	 -1.268351e+02 -3.092315e+00 -1.535826e+00 
0.121966      	 -2.035039e+04 2.295711e+04 9.457634e+04 	 -2.021713e+04 2.296017e+04 9.457833e+04 	 -1.332649e+02 -3.056957e+00 -1.997588e+00 
0.133994      	 -2.027243e+04 2.203412e+04 9.490969e+04 	 -2.013084e+04 2.203720e+04 9.491223e+04 	 -1.415818e+02 -3.083830e+00 -2.538313e+00 
