0.0015499     	 -1.168489e+05 8.736376e+04 1.410845e+05 	 -1.167471e+05 8.736428e+04 1.410853e+05 	 -1.017908e+02 -5.172005e-01 -7.681781e-01 
0.00197972    	 -8.600871e+04 7.529557e+04 1.242105e+05 	 -8.590745e+04 7.529618e+04 1.242113e+05 	 -1.012674e+02 -6.053333e-01 -7.887943e-01 
0.00249549    	 -6.491628e+04 6.684731e+04 1.127264e+05 	 -6.481554e+04 6.684801e+04 1.127272e+05 	 -1.007439e+02 -7.010986e-01 -7.983288e-01 
0.00311429    	 -5.106636e+04 6.045702e+04 1.048259e+05 	 -5.096615e+04 6.045783e+04 1.048267e+05 	 -1.002190e+02 -8.058766e-01 -7.973557e-01 
0.00385657    	 -4.291439e+04 5.540098e+04 9.910472e+04 	 -4.281470e+04 5.540190e+04 9.910551e+04 	 -9.968886e+01 -9.209945e-01 -7.858580e-01 
0.00474757    	 -3.691989e+04 5.138258e+04 9.499873e+04 	 -3.682073e+04 5.138362e+04 9.499949e+04 	 -9.916000e+01 -1.048243e+00 -7.682872e-01 
0.00581659    	 -3.273080e+04 4.808923e+04 9.187856e+04 	 -3.263216e+04 4.809042e+04 9.187931e+04 	 -9.863683e+01 -1.188282e+00 -7.465545e-01 
0.00709941    	 -3.040084e+04 4.549341e+04 8.937845e+04 	 -3.030272e+04 4.549474e+04 8.937917e+04 	 -9.812364e+01 -1.339077e+00 -7.233634e-01 
0.00863879    	 -2.835345e+04 4.330276e+04 8.762843e+04 	 -2.825582e+04 4.330426e+04 8.762912e+04 	 -9.762625e+01 -1.496944e+00 -6.948151e-01 
0.0104849     	 -2.693997e+04 4.161318e+04 8.646845e+04 	 -2.684281e+04 4.161484e+04 8.646911e+04 	 -9.715913e+01 -1.659067e+00 -6.581623e-01 
0.0126986     	 -2.595426e+04 4.031503e+04 8.570341e+04 	 -2.585752e+04 4.031685e+04 8.570402e+04 	 -9.674093e+01 -1.822565e+00 -6.133682e-01 
0.0153526     	 -2.471334e+04 3.936671e+04 8.553708e+04 	 -2.461695e+04 3.936869e+04 8.553764e+04 	 -9.639636e+01 -1.985544e+00 -5.552833e-01 
0.0185392     	 -2.375744e+04 3.869495e+04 8.568697e+04 	 -2.366129e+04 3.869710e+04 8.568745e+04 	 -9.615302e+01 -2.149330e+00 -4.753009e-01 
0.0223581     	 -2.265928e+04 3.819869e+04 8.608924e+04 	 -2.256323e+04 3.820100e+04 8.608961e+04 	 -9.604178e+01 -2.312724e+00 -3.686458e-01 
0.026948      	 -2.162037e+04 3.764912e+04 8.665344e+04 	 -2.152426e+04 3.765160e+04 8.665367e+04 	 -9.611140e+01 -2.478963e+00 -2.243073e-01 
0.0324454     	 -2.023634e+04 3.704807e+04 8.761750e+04 	 -2.014000e+04 3.705069e+04 8.761762e+04 	 -9.633666e+01 -2.615296e+00 -1.240361e-01 
0.0390274     	 -1.861035e+04 3.597851e+04 8.866933e+04 	 -1.851360e+04 3.598122e+04 8.866942e+04 	 -9.675534e+01 -2.709918e+00 -9.295721e-02 
0.0469043     	 -1.707921e+04 3.523071e+04 8.961563e+04 	 -1.698172e+04 3.523348e+04 8.961576e+04 	 -9.748467e+01 -2.772005e+00 -1.250317e-01 
0.0561576     	 -1.571930e+04 3.428470e+04 9.043864e+04 	 -1.562072e+04 3.428750e+04 9.043888e+04 	 -9.858090e+01 -2.802546e+00 -2.351049e-01 
0.0665295     	 -1.493715e+04 3.318921e+04 9.065794e+04 	 -1.483703e+04 3.319203e+04 9.065832e+04 	 -1.001239e+02 -2.818678e+00 -3.807856e-01 
0.0781979     	 -1.475043e+04 3.178184e+04 9.015286e+04 	 -1.464820e+04 3.178466e+04 9.015344e+04 	 -1.022280e+02 -2.821823e+00 -5.755662e-01 
