0.0015499     	 -5.836727e+04 5.960070e+04 1.008088e+05 	 -5.831184e+04 5.960092e+04 1.008092e+05 	 -5.543313e+01 -2.187136e-01 -4.136053e-01 
0.00197972    	 -4.337741e+04 5.338824e+04 9.175399e+04 	 -4.332219e+04 5.338849e+04 9.175442e+04 	 -5.522148e+01 -2.506008e-01 -4.295834e-01 
0.00249549    	 -3.275571e+04 4.899571e+04 8.559282e+04 	 -3.270070e+04 4.899600e+04 8.559326e+04 	 -5.500508e+01 -2.838585e-01 -4.410012e-01 
0.00311429    	 -2.505521e+04 4.594234e+04 8.131497e+04 	 -2.500043e+04 4.594266e+04 8.131541e+04 	 -5.478608e+01 -3.200663e-01 -4.486219e-01 
0.00385657    	 -1.946231e+04 4.369745e+04 7.832873e+04 	 -1.940775e+04 4.369781e+04 7.832919e+04 	 -5.456673e+01 -3.603152e-01 -4.532031e-01 
0.00474757    	 -1.541845e+04 4.204376e+04 7.620250e+04 	 -1.536410e+04 4.204417e+04 7.620295e+04 	 -5.434840e+01 -4.051890e-01 -4.533691e-01 
0.00581659    	 -1.276138e+04 4.070283e+04 7.466000e+04 	 -1.270725e+04 4.070329e+04 7.466045e+04 	 -5.413186e+01 -4.553457e-01 -4.493534e-01 
0.00709941    	 -1.117344e+04 3.960928e+04 7.351226e+04 	 -1.111952e+04 3.960980e+04 7.351270e+04 	 -5.391726e+01 -5.115191e-01 -4.403277e-01 
0.00863879    	 -9.952481e+03 3.869915e+04 7.266136e+04 	 -9.898771e+03 3.869972e+04 7.266178e+04 	 -5.370983e+01 -5.744755e-01 -4.290646e-01 
0.0104849     	 -9.100814e+03 3.793417e+04 7.198589e+04 	 -9.047300e+03 3.793481e+04 7.198631e+04 	 -5.351418e+01 -6.445769e-01 -4.161487e-01 
0.0126986     	 -8.662356e+03 3.728500e+04 7.143968e+04 	 -8.609021e+03 3.728572e+04 7.144009e+04 	 -5.333528e+01 -7.209895e-01 -4.031269e-01 
0.0153526     	 -8.294880e+03 3.675822e+04 7.103260e+04 	 -8.241699e+03 3.675903e+04 7.103299e+04 	 -5.318106e+01 -8.018892e-01 -3.881980e-01 
0.0185392     	 -8.020112e+03 3.635541e+04 7.075783e+04 	 -7.967050e+03 3.635630e+04 7.075820e+04 	 -5.306135e+01 -8.860956e-01 -3.700666e-01 
0.0223581     	 -7.917244e+03 3.602279e+04 7.055812e+04 	 -7.864252e+03 3.602377e+04 7.055847e+04 	 -5.299260e+01 -9.720059e-01 -3.486436e-01 
0.026948      	 -7.699836e+03 3.577177e+04 7.049343e+04 	 -7.646841e+03 3.577283e+04 7.049375e+04 	 -5.299491e+01 -1.059112e+00 -3.233419e-01 
0.0324454     	 -7.550057e+03 3.557182e+04 7.051327e+04 	 -7.496962e+03 3.557296e+04 7.051356e+04 	 -5.309447e+01 -1.147257e+00 -2.916813e-01 
0.0390274     	 -7.379939e+03 3.544933e+04 7.056460e+04 	 -7.326610e+03 3.545056e+04 7.056485e+04 	 -5.332883e+01 -1.236849e+00 -2.526680e-01 
0.0469043     	 -7.205642e+03 3.528814e+04 7.064368e+04 	 -7.151889e+03 3.528947e+04 7.064389e+04 	 -5.375321e+01 -1.328837e+00 -2.047252e-01 
0.0563408     	 -6.993035e+03 3.510605e+04 7.078731e+04 	 -6.938601e+03 3.510746e+04 7.078749e+04 	 -5.443447e+01 -1.414566e+00 -1.739295e-01 
0.0677102     	 -6.660178e+03 3.481480e+04 7.094131e+04 	 -6.604676e+03 3.481629e+04 7.094150e+04 	 -5.550150e+01 -1.491854e+00 -1.804542e-01 
0.0814204     	 -6.327257e+03 3.452969e+04 7.104717e+04 	 -6.270156e+03 3.453124e+04 7.104744e+04 	 -5.710055e+01 -1.547907e+00 -2.671492e-01 
