#0.000120005   	(-6.200512e+06 1.683751e+06 2.536444e+06)	(-6.200487e+06 1.683751e+06 2.536444e+06)	(-2.507197e+01 -2.230156e-02 3.036540e-02)
#0.000264017   	(-4.665410e+05 1.466353e+05 2.259419e+05)	(-4.665094e+05 1.466353e+05 2.259419e+05)	(-3.158743e+01 -3.133048e-02 -6.039048e-02)
#0.000436833   	(-1.981848e+05 1.035695e+05 1.553532e+05)	(-1.981526e+05 1.035695e+05 1.553533e+05)	(-3.216994e+01 -3.299873e-02 -1.041627e-01)
#0.000644211   	(-1.125357e+05 7.901867e+04 1.195565e+05)	(-1.125036e+05 7.901873e+04 1.195566e+05)	(-3.212462e+01 -5.995049e-02 -1.239667e-01)
#0.000893055   	(-7.338265e+04 6.466057e+04 9.991648e+04)	(-7.335056e+04 6.466065e+04 9.991662e+04)	(-3.208322e+01 -8.249638e-02 -1.373763e-01)
#0.00119165    	(-5.075417e+04 5.566285e+04 8.799542e+04)	(-5.072213e+04 5.566295e+04 8.799556e+04)	(-3.204286e+01 -1.023603e-01 -1.464068e-01)
#0.0015499     	(-3.654778e+04 4.974324e+04 8.038423e+04)	(-3.651578e+04 4.974336e+04 8.038438e+04)	(-3.200214e+01 -1.207540e-01 -1.522305e-01)
#0.00197972    	(-2.705153e+04 4.569919e+04 7.536991e+04)	(-2.701957e+04 4.569933e+04 7.537007e+04)	(-3.196029e+01 -1.385716e-01 -1.555221e-01)
#0.00249549    	(-2.038404e+04 4.286930e+04 7.196275e+04)	(-2.035212e+04 4.286945e+04 7.196291e+04)	(-3.191710e+01 -1.565616e-01 -1.567439e-01)
#0.00311429    	(-1.555686e+04 4.081726e+04 6.959456e+04)	(-1.552499e+04 4.081744e+04 6.959472e+04)	(-3.187276e+01 -1.753572e-01 -1.563101e-01)
3.8           	(-4.804608e+03 2.834111e+04 5.144937e+04)	(-4.375917e+03 2.833942e+04 5.145792e+04)	(-4.286905e+02 1.687542e+00 -8.554211e+00)
3.85          	(-4.799857e+03 2.830665e+04 5.137682e+04)	(-4.370557e+03 2.830518e+04 5.138538e+04)	(-4.293001e+02 1.462155e+00 -8.559446e+00)
3.9           	(-4.801871e+03 2.828112e+04 5.132405e+04)	(-4.371568e+03 2.827978e+04 5.133269e+04)	(-4.303026e+02 1.332087e+00 -8.637414e+00)
3.95          	(-4.806802e+03 2.826825e+04 5.126618e+04)	(-4.375410e+03 2.826706e+04 5.127494e+04)	(-4.313921e+02 1.192138e+00 -8.761675e+00)
4             	(-4.808748e+03 2.826494e+04 5.120651e+04)	(-4.376646e+03 2.826393e+04 5.121524e+04)	(-4.321018e+02 1.010015e+00 -8.736864e+00)
4.05          	(-4.802262e+03 2.822202e+04 5.113079e+04)	(-4.369776e+03 2.822116e+04 5.113942e+04)	(-4.324860e+02 8.505535e-01 -8.637320e+00)
4.1           	(-4.808512e+03 2.822067e+04 5.108039e+04)	(-4.375510e+03 2.821994e+04 5.108899e+04)	(-4.330020e+02 7.252607e-01 -8.608234e+00)
4.15          	(-4.804721e+03 2.814955e+04 5.099583e+04)	(-4.371440e+03 2.814893e+04 5.100438e+04)	(-4.332813e+02 6.161595e-01 -8.548943e+00)
4.2           	(-4.798758e+03 2.814367e+04 5.094928e+04)	(-4.365213e+03 2.814318e+04 5.095777e+04)	(-4.335451e+02 4.842575e-01 -8.487862e+00)
4.25          	(-4.810415e+03 2.816765e+04 5.094672e+04)	(-4.376788e+03 2.816731e+04 5.095517e+04)	(-4.336268e+02 3.415255e-01 -8.448298e+00)
4.3           	(-4.809066e+03 2.810975e+04 5.084960e+04)	(-4.375412e+03 2.810955e+04 5.085797e+04)	(-4.336541e+02 2.052378e-01 -8.367039e+00)
4.35          	(-4.808635e+03 2.808711e+04 5.079669e+04)	(-4.374967e+03 2.808704e+04 5.080498e+04)	(-4.336685e+02 7.008314e-02 -8.289647e+00)
4.4           	(-4.800354e+03 2.807235e+04 5.075477e+04)	(-4.367010e+03 2.807238e+04 5.076307e+04)	(-4.333437e+02 -3.328369e-02 -8.301850e+00)
4.45          	(-4.799857e+03 2.806263e+04 5.069751e+04)	(-4.366929e+03 2.806273e+04 5.070574e+04)	(-4.329275e+02 -1.031906e-01 -8.230760e+00)
4.5           	(-4.803001e+03 2.804566e+04 5.065750e+04)	(-4.370698e+03 2.804592e+04 5.066546e+04)	(-4.323028e+02 -2.537543e-01 -7.965243e+00)
4.55          	(-4.803354e+03 2.805901e+04 5.063150e+04)	(-4.371502e+03 2.805940e+04 5.063937e+04)	(-4.318526e+02 -3.888158e-01 -7.870153e+00)
4.6           	(-4.799549e+03 2.802065e+04 5.058018e+04)	(-4.368364e+03 2.802115e+04 5.058790e+04)	(-4.311851e+02 -4.951895e-01 -7.723991e+00)
4.65          	(-4.792675e+03 2.796417e+04 5.049657e+04)	(-4.361818e+03 2.796482e+04 5.050417e+04)	(-4.308571e+02 -6.570701e-01 -7.603123e+00)
4.7           	(-4.792773e+03 2.796859e+04 5.046639e+04)	(-4.362393e+03 2.796937e+04 5.047387e+04)	(-4.303805e+02 -7.857019e-01 -7.487761e+00)
4.75          	(-4.785306e+03 2.792671e+04 5.041254e+04)	(-4.355241e+03 2.792765e+04 5.041990e+04)	(-4.300654e+02 -9.405436e-01 -7.368557e+00)
4.8           	(-4.784923e+03 2.789830e+04 5.035214e+04)	(-4.354876e+03 2.789938e+04 5.035940e+04)	(-4.300466e+02 -1.078098e+00 -7.260604e+00)
4.85          	(-4.786161e+03 2.788439e+04 5.031097e+04)	(-4.356217e+03 2.788566e+04 5.031817e+04)	(-4.299444e+02 -1.266345e+00 -7.203621e+00)
4.9           	(-4.782485e+03 2.784449e+04 5.025928e+04)	(-4.352810e+03 2.784591e+04 5.026646e+04)	(-4.296750e+02 -1.425198e+00 -7.180187e+00)
4.95          	(-4.776235e+03 2.783741e+04 5.020679e+04)	(-4.346678e+03 2.783900e+04 5.021398e+04)	(-4.295568e+02 -1.596157e+00 -7.193858e+00)
5             	(-4.771888e+03 2.783747e+04 5.018623e+04)	(-4.342644e+03 2.783917e+04 5.019340e+04)	(-4.292441e+02 -1.701885e+00 -7.168480e+00)
5.05          	(-4.768905e+03 2.778210e+04 5.014123e+04)	(-4.339949e+03 2.778395e+04 5.014835e+04)	(-4.289562e+02 -1.845644e+00 -7.120177e+00)
5.1           	(-4.769445e+03 2.778942e+04 5.012741e+04)	(-4.341041e+03 2.779139e+04 5.013453e+04)	(-4.284048e+02 -1.975288e+00 -7.117189e+00)
5.15          	(-4.757959e+03 2.779217e+04 5.010127e+04)	(-4.329847e+03 2.779428e+04 5.010833e+04)	(-4.281120e+02 -2.110146e+00 -7.068164e+00)
5.2           	(-4.754706e+03 2.778806e+04 5.007101e+04)	(-4.327059e+03 2.779028e+04 5.007813e+04)	(-4.276473e+02 -2.213213e+00 -7.118556e+00)
5.25          	(-4.752431e+03 2.775243e+04 5.001850e+04)	(-4.325359e+03 2.775475e+04 5.002569e+04)	(-4.270716e+02 -2.321183e+00 -7.191465e+00)
5.3           	(-4.741084e+03 2.773398e+04 4.998761e+04)	(-4.314793e+03 2.773643e+04 4.999476e+04)	(-4.262911e+02 -2.454227e+00 -7.146956e+00)
5.35          	(-4.738782e+03 2.767213e+04 4.991826e+04)	(-4.313200e+03 2.767470e+04 4.992542e+04)	(-4.255823e+02 -2.564566e+00 -7.158826e+00)
5.4           	(-4.732353e+03 2.767279e+04 4.990450e+04)	(-4.307551e+03 2.767543e+04 4.991165e+04)	(-4.248018e+02 -2.643330e+00 -7.158096e+00)
5.45          	(-4.734605e+03 2.765341e+04 4.989146e+04)	(-4.310613e+03 2.765616e+04 4.989859e+04)	(-4.239918e+02 -2.751961e+00 -7.127676e+00)
5.5           	(-4.725161e+03 2.765264e+04 4.985933e+04)	(-4.302074e+03 2.765549e+04 4.986639e+04)	(-4.230873e+02 -2.847911e+00 -7.058385e+00)
5.55          	(-4.728201e+03 2.765125e+04 4.984753e+04)	(-4.305996e+03 2.765410e+04 4.985470e+04)	(-4.222049e+02 -2.849060e+00 -7.165629e+00)
5.6           	(-4.719594e+03 2.762293e+04 4.982075e+04)	(-4.298032e+03 2.762586e+04 4.982795e+04)	(-4.215623e+02 -2.931401e+00 -7.207735e+00)
5.65          	(-4.707777e+03 2.762474e+04 4.981310e+04)	(-4.286839e+03 2.762786e+04 4.982023e+04)	(-4.209375e+02 -3.119732e+00 -7.122733e+00)
5.7           	(-4.707943e+03 2.759175e+04 4.977949e+04)	(-4.287618e+03 2.759493e+04 4.978677e+04)	(-4.203246e+02 -3.182461e+00 -7.275217e+00)
5.75          	(-4.704902e+03 2.763521e+04 4.977918e+04)	(-4.285118e+03 2.763855e+04 4.978644e+04)	(-4.197842e+02 -3.344780e+00 -7.261421e+00)
5.8           	(-4.700790e+03 2.761301e+04 4.975818e+04)	(-4.281558e+03 2.761653e+04 4.976537e+04)	(-4.192324e+02 -3.518161e+00 -7.198554e+00)
5.85          	(-4.695925e+03 2.759331e+04 4.973149e+04)	(-4.276843e+03 2.759697e+04 4.973870e+04)	(-4.190829e+02 -3.653765e+00 -7.210859e+00)
5.9           	(-4.691825e+03 2.759038e+04 4.970635e+04)	(-4.272914e+03 2.759416e+04 4.971366e+04)	(-4.189109e+02 -3.774442e+00 -7.310555e+00)
5.95          	(-4.688865e+03 2.758621e+04 4.968676e+04)	(-4.270024e+03 2.759015e+04 4.969404e+04)	(-4.188412e+02 -3.943476e+00 -7.282977e+00)
6             	(-4.686375e+03 2.754394e+04 4.964544e+04)	(-4.267543e+03 2.754806e+04 4.965279e+04)	(-4.188324e+02 -4.125060e+00 -7.352643e+00)
