#0.000120005   	(-1.369937e+07 3.698671e+06 5.529293e+06)	(-1.369932e+07 3.698671e+06 5.529293e+06)	(-5.513266e+01 -5.828300e-02 6.738836e-02)
#0.000264017   	(-1.061168e+06 2.968662e+05 4.267736e+05)	(-1.061099e+06 2.968663e+05 4.267737e+05)	(-6.941354e+01 -8.946785e-02 -1.291857e-01)
#0.000436833   	(-4.632771e+05 1.973149e+05 2.672099e+05)	(-4.632065e+05 1.973150e+05 2.672102e+05)	(-7.063768e+01 -1.044179e-01 -2.187979e-01)
#0.000644211   	(-2.689238e+05 1.407100e+05 1.865924e+05)	(-2.688533e+05 1.407101e+05 1.865926e+05)	(-7.048160e+01 -1.736988e-01 -2.555640e-01)
#0.000893055   	(-1.780567e+05 1.072554e+05 1.423556e+05)	(-1.779864e+05 1.072557e+05 1.423558e+05)	(-7.032883e+01 -2.351469e-01 -2.775516e-01)
#0.00119165    	(-1.237589e+05 8.600578e+04 1.155425e+05)	(-1.236888e+05 8.600608e+04 1.155428e+05)	(-7.017436e+01 -2.932151e-01 -2.897637e-01)
#0.0015499     	(-8.854201e+04 7.182612e+04 9.852779e+04)	(-8.847200e+04 7.182647e+04 9.852809e+04)	(-7.001661e+01 -3.514219e-01 -2.956523e-01)
#0.00197972    	(-6.454488e+04 6.230574e+04 8.733617e+04)	(-6.447503e+04 6.230615e+04 8.733647e+04)	(-6.985484e+01 -4.134844e-01 -2.983502e-01)
#0.00249549    	(-4.795550e+04 5.559114e+04 7.974968e+04)	(-4.788581e+04 5.559162e+04 7.974998e+04)	(-6.969025e+01 -4.818792e-01 -2.986566e-01)
#0.00311429    	(-3.645845e+04 5.072268e+04 7.433397e+04)	(-3.638893e+04 5.072324e+04 7.433427e+04)	(-6.952402e+01 -5.579339e-01 -2.939278e-01)
0.0390274     	(-1.200222e+04 3.079245e+04 5.606953e+04)	(-1.193278e+04 3.079465e+04 5.606907e+04)	(-6.943796e+01 -2.206069e+00 4.583053e-01)
0.0469043     	(-1.091200e+04 3.005451e+04 5.621802e+04)	(-1.084218e+04 3.005681e+04 5.621747e+04)	(-6.982154e+01 -2.295609e+00 5.471845e-01)
0.0563408     	(-9.850858e+03 2.940709e+04 5.632220e+04)	(-9.780557e+03 2.940945e+04 5.632160e+04)	(-7.030088e+01 -2.358761e+00 6.080975e-01)
0.0677102     	(-8.945469e+03 2.870389e+04 5.639412e+04)	(-8.874562e+03 2.870629e+04 5.639349e+04)	(-7.090734e+01 -2.393115e+00 6.293658e-01)
0.0814204     	(-8.396580e+03 2.778839e+04 5.598908e+04)	(-8.324836e+03 2.779081e+04 5.598843e+04)	(-7.174382e+01 -2.415319e+00 6.451425e-01)
0.0978236     	(-8.346796e+03 2.664648e+04 5.490659e+04)	(-8.273885e+03 2.664891e+04 5.490594e+04)	(-7.291158e+01 -2.426758e+00 6.504385e-01)
0.117436      	(-8.678625e+03 2.536725e+04 5.330765e+04)	(-8.604101e+03 2.536967e+04 5.330702e+04)	(-7.452356e+01 -2.420968e+00 6.267997e-01)
0.140661      	(-8.986371e+03 2.407104e+04 5.171671e+04)	(-8.909624e+03 2.407342e+04 5.171613e+04)	(-7.674750e+01 -2.386255e+00 5.811217e-01)
0.167516      	(-9.104505e+03 2.310711e+04 5.104031e+04)	(-9.024764e+03 2.310944e+04 5.103979e+04)	(-7.974085e+01 -2.331520e+00 5.242606e-01)
0.198349      	(-8.972652e+03 2.277017e+04 5.093215e+04)	(-8.888841e+03 2.277242e+04 5.093167e+04)	(-8.381157e+01 -2.251421e+00 4.773018e-01)
0.233203      	(-8.979054e+03 2.257802e+04 5.108094e+04)	(-8.889666e+03 2.258017e+04 5.108052e+04)	(-8.938821e+01 -2.151303e+00 4.163919e-01)
0.271543      	(-8.933293e+03 2.232992e+04 5.110103e+04)	(-8.836152e+03 2.233194e+04 5.110069e+04)	(-9.714106e+01 -2.018306e+00 3.425341e-01)
0.309883      	(-9.035630e+03 2.242905e+04 5.138481e+04)	(-8.928360e+03 2.243091e+04 5.138460e+04)	(-1.072708e+02 -1.855523e+00 2.115601e-01)
0.350478      	(-9.023484e+03 2.269609e+04 5.152985e+04)	(-8.901781e+03 2.269773e+04 5.152977e+04)	(-1.217029e+02 -1.641806e+00 7.540382e-02)
0.391073      	(-9.169405e+03 2.345154e+04 5.235339e+04)	(-9.027758e+03 2.345294e+04 5.235344e+04)	(-1.416472e+02 -1.400745e+00 -4.994667e-02)
0.429131      	(-9.159397e+03 2.405836e+04 5.307038e+04)	(-8.991250e+03 2.405933e+04 5.307056e+04)	(-1.681463e+02 -9.696227e-01 -1.799290e-01)
0.460846      	(-9.364574e+03 2.545555e+04 5.408075e+04)	(-9.165709e+03 2.545606e+04 5.408098e+04)	(-1.988648e+02 -5.092293e-01 -2.368717e-01)
0.483311      	(-9.438519e+03 2.533388e+04 5.403072e+04)	(-9.210591e+03 2.533390e+04 5.403092e+04)	(-2.279270e+02 -2.231225e-02 -1.956468e-01)
0.507915      	(-9.569683e+03 2.673768e+04 5.506090e+04)	(-9.302434e+03 2.673710e+04 5.506119e+04)	(-2.672486e+02 5.733026e-01 -2.892470e-01)
0.52931       	(-9.709600e+03 2.690818e+04 5.503009e+04)	(-9.400452e+03 2.690712e+04 5.503042e+04)	(-3.091481e+02 1.064791e+00 -3.269815e-01)
0.546743      	(-9.832671e+03 2.671555e+04 5.496415e+04)	(-9.483208e+03 2.671412e+04 5.496446e+04)	(-3.494638e+02 1.435138e+00 -3.028204e-01)
0.565629      	(-9.904116e+03 2.586958e+04 5.397856e+04)	(-9.506201e+03 2.586776e+04 5.397895e+04)	(-3.979147e+02 1.823739e+00 -3.887864e-01)
0.586313      	(-1.008970e+04 2.641601e+04 5.454117e+04)	(-9.633606e+03 2.641342e+04 5.454187e+04)	(-4.560956e+02 2.589544e+00 -6.986578e-01)
0.606997      	(-1.014698e+04 2.734437e+04 5.556428e+04)	(-9.627225e+03 2.734070e+04 5.556527e+04)	(-5.197529e+02 3.671233e+00 -9.879193e-01)
0.630115      	(-1.037369e+04 2.733648e+04 5.597712e+04)	(-9.779187e+03 2.733146e+04 5.597830e+04)	(-5.945000e+02 5.019526e+00 -1.185596e+00)
0.656535      	(-1.045728e+04 2.717946e+04 5.633379e+04)	(-9.774201e+03 2.717304e+04 5.633512e+04)	(-6.830808e+02 6.423163e+00 -1.333661e+00)
0.685157      	(-1.055848e+04 2.613723e+04 5.628972e+04)	(-9.777822e+03 2.612961e+04 5.629107e+04)	(-7.806564e+02 7.618099e+00 -1.344008e+00)
0.716642      	(-1.077784e+04 2.522975e+04 5.593692e+04)	(-9.890909e+03 2.522107e+04 5.593828e+04)	(-8.869276e+02 8.679664e+00 -1.360051e+00)
0.748126      	(-1.090792e+04 2.448377e+04 5.519088e+04)	(-9.916524e+03 2.447404e+04 5.519240e+04)	(-9.913958e+02 9.733868e+00 -1.521099e+00)
0.776112      	(-1.108658e+04 2.321898e+04 5.372597e+04)	(-1.000445e+04 2.320870e+04 5.372789e+04)	(-1.082130e+03 1.028365e+01 -1.916299e+00)
0.800988      	(-1.119503e+04 2.191340e+04 5.197005e+04)	(-1.003665e+04 2.190234e+04 5.197227e+04)	(-1.158375e+03 1.105978e+01 -2.219699e+00)
0.829419      	(-1.137354e+04 2.023598e+04 4.973286e+04)	(-1.013699e+04 2.022416e+04 4.973613e+04)	(-1.236553e+03 1.181805e+01 -3.268924e+00)
0.863535      	(-1.137290e+04 2.064115e+04 4.922912e+04)	(-1.005328e+04 2.062866e+04 4.923357e+04)	(-1.319615e+03 1.249563e+01 -4.451069e+00)
0.897651      	(-1.159271e+04 2.129545e+04 4.957979e+04)	(-1.019676e+04 2.128210e+04 4.958484e+04)	(-1.395943e+03 1.335324e+01 -5.050661e+00)
0.931767      	(-1.164918e+04 2.164482e+04 4.956008e+04)	(-1.018623e+04 2.163072e+04 4.956636e+04)	(-1.462951e+03 1.409680e+01 -6.279542e+00)
0.965884      	(-1.173937e+04 2.211737e+04 5.006987e+04)	(-1.021495e+04 2.210312e+04 5.007681e+04)	(-1.524415e+03 1.425268e+01 -6.938763e+00)
1             	(-1.183544e+04 2.189789e+04 5.019677e+04)	(-1.025433e+04 2.188368e+04 5.020302e+04)	(-1.581101e+03 1.421620e+01 -6.243603e+00)
1.02703       	(-1.185642e+04 2.110057e+04 4.914906e+04)	(-1.023390e+04 2.108587e+04 4.915411e+04)	(-1.622523e+03 1.469592e+01 -5.045123e+00)
1.05332       	(-1.192625e+04 2.106241e+04 4.893395e+04)	(-1.025977e+04 2.104762e+04 4.893802e+04)	(-1.666475e+03 1.478914e+01 -4.069796e+00)
1.07962       	(-1.200403e+04 2.137430e+04 4.911784e+04)	(-1.029197e+04 2.135915e+04 4.912043e+04)	(-1.712054e+03 1.515813e+01 -2.585908e+00)
1.10263       	(-1.205860e+04 2.201779e+04 4.936650e+04)	(-1.030868e+04 2.200235e+04 4.936862e+04)	(-1.749918e+03 1.543449e+01 -2.119877e+00)
1.12506       	(-1.213327e+04 2.234464e+04 4.951682e+04)	(-1.034722e+04 2.232920e+04 4.951784e+04)	(-1.786055e+03 1.544335e+01 -1.017345e+00)
1.14809       	(-1.210141e+04 2.324784e+04 5.078115e+04)	(-1.028979e+04 2.323257e+04 5.078447e+04)	(-1.811616e+03 1.527251e+01 -3.324862e+00)
1.16993       	(-1.217255e+04 2.420480e+04 5.227085e+04)	(-1.034158e+04 2.418850e+04 5.227645e+04)	(-1.830963e+03 1.629500e+01 -5.603407e+00)
1.19068       	(-1.217756e+04 2.437490e+04 5.291552e+04)	(-1.033351e+04 2.435584e+04 5.292486e+04)	(-1.844053e+03 1.906073e+01 -9.345318e+00)
1.21198       	(-1.219879e+04 2.406014e+04 5.328445e+04)	(-1.034152e+04 2.403724e+04 5.329556e+04)	(-1.857271e+03 2.290452e+01 -1.110708e+01)
1.23387       	(-1.217848e+04 2.433076e+04 5.341972e+04)	(-1.031125e+04 2.430317e+04 5.343805e+04)	(-1.867230e+03 2.758848e+01 -1.832482e+01)
1.2564        	(-1.215087e+04 2.514019e+04 5.408364e+04)	(-1.028376e+04 2.511130e+04 5.410291e+04)	(-1.867112e+03 2.889376e+01 -1.926725e+01)
1.28119       	(-1.216433e+04 2.494512e+04 5.377545e+04)	(-1.027428e+04 2.490966e+04 5.379936e+04)	(-1.890050e+03 3.545097e+01 -2.391077e+01)
1.30686       	(-1.212431e+04 2.472037e+04 5.346580e+04)	(-1.021568e+04 2.468461e+04 5.349044e+04)	(-1.908630e+03 3.575954e+01 -2.463449e+01)
1.33253       	(-1.215496e+04 2.336842e+04 5.214782e+04)	(-1.024017e+04 2.332972e+04 5.217749e+04)	(-1.914786e+03 3.870385e+01 -2.967143e+01)
1.35923       	(-1.215507e+04 2.380526e+04 5.228698e+04)	(-1.023340e+04 2.376559e+04 5.231420e+04)	(-1.921664e+03 3.966928e+01 -2.721748e+01)
1.38593       	(-1.220986e+04 2.426291e+04 5.320015e+04)	(-1.027949e+04 2.421783e+04 5.322789e+04)	(-1.930370e+03 4.507410e+01 -2.773887e+01)
1.41384       	(-1.223757e+04 2.488471e+04 5.397115e+04)	(-1.029803e+04 2.483597e+04 5.399932e+04)	(-1.939539e+03 4.873216e+01 -2.816981e+01)
1.43639       	(-1.231581e+04 2.415638e+04 5.317578e+04)	(-1.037449e+04 2.409948e+04 5.321165e+04)	(-1.941316e+03 5.689767e+01 -3.586723e+01)
1.46089       	(-1.228433e+04 2.459513e+04 5.410796e+04)	(-1.034711e+04 2.453400e+04 5.414546e+04)	(-1.937218e+03 6.112727e+01 -3.750370e+01)
1.4854        	(-1.231815e+04 2.482236e+04 5.477797e+04)	(-1.039402e+04 2.475428e+04 5.481806e+04)	(-1.924130e+03 6.807799e+01 -4.009663e+01)
1.51248       	(-1.229429e+04 2.365203e+04 5.383185e+04)	(-1.037891e+04 2.357056e+04 5.387595e+04)	(-1.915381e+03 8.147074e+01 -4.409821e+01)
1.53814       	(-1.235912e+04 2.356810e+04 5.443261e+04)	(-1.045025e+04 2.347209e+04 5.448289e+04)	(-1.908870e+03 9.600837e+01 -5.028120e+01)
1.55913       	(-1.237580e+04 2.236965e+04 5.391149e+04)	(-1.047859e+04 2.226113e+04 5.396919e+04)	(-1.897205e+03 1.085207e+02 -5.769954e+01)
1.57917       	(-1.240074e+04 2.116579e+04 5.260056e+04)	(-1.050273e+04 2.103994e+04 5.266027e+04)	(-1.898011e+03 1.258480e+02 -5.971501e+01)
1.59601       	(-1.242961e+04 2.000391e+04 5.129459e+04)	(-1.054884e+04 1.986299e+04 5.136058e+04)	(-1.880775e+03 1.409203e+02 -6.598860e+01)
1.61437       	(-1.240206e+04 2.073121e+04 5.162187e+04)	(-1.053938e+04 2.057500e+04 5.169892e+04)	(-1.862686e+03 1.562105e+02 -7.705189e+01)
1.63467       	(-1.244134e+04 2.139126e+04 5.145969e+04)	(-1.060336e+04 2.120829e+04 5.155049e+04)	(-1.837971e+03 1.829637e+02 -9.080745e+01)
1.6575        	(-1.250334e+04 2.288155e+04 5.202842e+04)	(-1.066292e+04 2.268218e+04 5.212289e+04)	(-1.840419e+03 1.993707e+02 -9.446673e+01)
1.68196       	(-1.240497e+04 2.225196e+04 5.063586e+04)	(-1.054378e+04 2.204356e+04 5.072965e+04)	(-1.861190e+03 2.084072e+02 -9.378383e+01)
1.70643       	(-1.250991e+04 2.195526e+04 5.000893e+04)	(-1.061419e+04 2.176413e+04 5.008191e+04)	(-1.895723e+03 1.911310e+02 -7.298243e+01)
1.72901       	(-1.278852e+04 2.326929e+04 5.069748e+04)	(-1.089005e+04 2.310320e+04 5.075124e+04)	(-1.898470e+03 1.660869e+02 -5.375770e+01)
1.74986       	(-1.287524e+04 2.575966e+04 5.228031e+04)	(-1.099935e+04 2.563435e+04 5.230638e+04)	(-1.875896e+03 1.253113e+02 -2.606734e+01)
1.7726        	(-1.271918e+04 2.694368e+04 5.346101e+04)	(-1.085614e+04 2.685717e+04 5.346239e+04)	(-1.863033e+03 8.650961e+01 -1.376443e+00)
1.79786       	(-1.249749e+04 2.764082e+04 5.451954e+04)	(-1.063109e+04 2.758742e+04 5.450192e+04)	(-1.866402e+03 5.340083e+01 1.761648e+01)
1.82674       	(-1.243579e+04 2.816120e+04 5.528768e+04)	(-1.056343e+04 2.813129e+04 5.525542e+04)	(-1.872354e+03 2.990537e+01 3.226495e+01)
1.86139       	(-1.229177e+04 2.789328e+04 5.388835e+04)	(-1.041474e+04 2.787378e+04 5.384721e+04)	(-1.877029e+03 1.950220e+01 4.113330e+01)
1.89604       	(-1.219916e+04 2.756080e+04 5.305816e+04)	(-1.031875e+04 2.754590e+04 5.301483e+04)	(-1.880418e+03 1.490100e+01 4.333806e+01)
1.9307        	(-1.220395e+04 2.781351e+04 5.354590e+04)	(-1.032425e+04 2.780368e+04 5.350014e+04)	(-1.879702e+03 9.827440e+00 4.576043e+01)
1.96535       	(-1.228571e+04 2.822912e+04 5.482822e+04)	(-1.040928e+04 2.822340e+04 5.478026e+04)	(-1.876425e+03 5.719032e+00 4.796548e+01)
2             	(-1.232285e+04 2.868999e+04 5.579503e+04)	(-1.045000e+04 2.868352e+04 5.574692e+04)	(-1.872847e+03 6.465080e+00 4.811094e+01)
2.03846       	(-1.239965e+04 2.873084e+04 5.582771e+04)	(-1.052924e+04 2.871851e+04 5.578186e+04)	(-1.870411e+03 1.232607e+01 4.584519e+01)
2.07853       	(-1.243834e+04 2.836650e+04 5.477784e+04)	(-1.056495e+04 2.834895e+04 5.473571e+04)	(-1.873385e+03 1.755022e+01 4.212134e+01)
2.11692       	(-1.249391e+04 2.789711e+04 5.407189e+04)	(-1.061901e+04 2.787706e+04 5.403169e+04)	(-1.874894e+03 2.005026e+01 4.019411e+01)
2.15372       	(-1.262067e+04 2.767973e+04 5.377606e+04)	(-1.074383e+04 2.765775e+04 5.373722e+04)	(-1.876835e+03 2.197975e+01 3.883285e+01)
2.19218       	(-1.276903e+04 2.770659e+04 5.364081e+04)	(-1.088961e+04 2.768310e+04 5.360421e+04)	(-1.879418e+03 2.349428e+01 3.659800e+01)
2.23065       	(-1.293875e+04 2.767222e+04 5.349289e+04)	(-1.105762e+04 2.764736e+04 5.345868e+04)	(-1.881127e+03 2.486120e+01 3.421573e+01)
2.27114       	(-1.311375e+04 2.757805e+04 5.346566e+04)	(-1.123448e+04 2.755218e+04 5.343383e+04)	(-1.879263e+03 2.587637e+01 3.182019e+01)
2.31163       	(-1.324034e+04 2.758396e+04 5.353278e+04)	(-1.136261e+04 2.755715e+04 5.350342e+04)	(-1.877729e+03 2.680382e+01 2.936529e+01)
2.35213       	(-1.338659e+04 2.761314e+04 5.360946e+04)	(-1.151376e+04 2.758616e+04 5.358227e+04)	(-1.872825e+03 2.697854e+01 2.718392e+01)
2.39024       	(-1.337196e+04 2.758232e+04 5.365058e+04)	(-1.150488e+04 2.755529e+04 5.362535e+04)	(-1.867080e+03 2.703538e+01 2.523170e+01)
2.42835       	(-1.319413e+04 2.776843e+04 5.385310e+04)	(-1.133396e+04 2.774168e+04 5.382954e+04)	(-1.860168e+03 2.675436e+01 2.355990e+01)
2.46646       	(-1.301284e+04 2.788813e+04 5.402826e+04)	(-1.116146e+04 2.786146e+04 5.400614e+04)	(-1.851379e+03 2.667344e+01 2.212184e+01)
2.50203       	(-1.275211e+04 2.799900e+04 5.417725e+04)	(-1.090975e+04 2.797178e+04 5.415646e+04)	(-1.842357e+03 2.722395e+01 2.079316e+01)
2.53522       	(-1.252835e+04 2.797291e+04 5.419917e+04)	(-1.069346e+04 2.794472e+04 5.417994e+04)	(-1.834897e+03 2.819197e+01 1.922855e+01)
2.56842       	(-1.233648e+04 2.814833e+04 5.427019e+04)	(-1.050958e+04 2.811884e+04 5.425249e+04)	(-1.826896e+03 2.949319e+01 1.769881e+01)
2.59925       	(-1.234972e+04 2.801885e+04 5.414419e+04)	(-1.052936e+04 2.798812e+04 5.412828e+04)	(-1.820358e+03 3.073443e+01 1.590854e+01)
2.62788       	(-1.249241e+04 2.794252e+04 5.410379e+04)	(-1.067713e+04 2.791049e+04 5.408978e+04)	(-1.815274e+03 3.203129e+01 1.401769e+01)
2.65268       	(-1.256758e+04 2.783828e+04 5.387636e+04)	(-1.075630e+04 2.780553e+04 5.386403e+04)	(-1.811280e+03 3.274906e+01 1.233741e+01)
2.6794        	(-1.265408e+04 2.805547e+04 5.401163e+04)	(-1.084720e+04 2.802206e+04 5.400087e+04)	(-1.806879e+03 3.341113e+01 1.075913e+01)
2.70406       	(-1.270907e+04 2.829495e+04 5.413730e+04)	(-1.090609e+04 2.826113e+04 5.412758e+04)	(-1.802977e+03 3.381636e+01 9.716009e+00)
2.72683       	(-1.268947e+04 2.871622e+04 5.442906e+04)	(-1.088959e+04 2.868213e+04 5.442034e+04)	(-1.799881e+03 3.409101e+01 8.722899e+00)
2.75166       	(-1.270209e+04 2.932335e+04 5.503777e+04)	(-1.090744e+04 2.928908e+04 5.503009e+04)	(-1.794645e+03 3.427226e+01 7.682152e+00)
2.77925       	(-1.265180e+04 2.926028e+04 5.528112e+04)	(-1.086483e+04 2.922591e+04 5.527426e+04)	(-1.786969e+03 3.437485e+01 6.859711e+00)
2.80685       	(-1.269926e+04 2.898045e+04 5.534657e+04)	(-1.091863e+04 2.894573e+04 5.534044e+04)	(-1.780635e+03 3.472033e+01 6.128564e+00)
2.83904       	(-1.269242e+04 2.874961e+04 5.552558e+04)	(-1.092221e+04 2.871471e+04 5.552010e+04)	(-1.770208e+03 3.490301e+01 5.482081e+00)
2.86587       	(-1.272428e+04 2.886540e+04 5.556227e+04)	(-1.096258e+04 2.883042e+04 5.555721e+04)	(-1.761695e+03 3.498351e+01 5.064551e+00)
2.8994        	(-1.280037e+04 2.885485e+04 5.553324e+04)	(-1.104931e+04 2.881973e+04 5.552908e+04)	(-1.751066e+03 3.511374e+01 4.161485e+00)
2.93293       	(-1.277181e+04 2.883272e+04 5.549755e+04)	(-1.103054e+04 2.879748e+04 5.549373e+04)	(-1.741268e+03 3.523994e+01 3.820788e+00)
2.96647       	(-1.276601e+04 2.897611e+04 5.550918e+04)	(-1.103197e+04 2.894068e+04 5.550541e+04)	(-1.734040e+03 3.542813e+01 3.778493e+00)
3             	(-1.279851e+04 2.913279e+04 5.562010e+04)	(-1.106822e+04 2.909758e+04 5.561580e+04)	(-1.730297e+03 3.521590e+01 4.298111e+00)
3.03448       	(-1.276124e+04 2.924735e+04 5.570384e+04)	(-1.103549e+04 2.921255e+04 5.569901e+04)	(-1.725756e+03 3.479877e+01 4.822520e+00)
3.06778       	(-1.276214e+04 2.920967e+04 5.584813e+04)	(-1.103774e+04 2.917449e+04 5.584228e+04)	(-1.724401e+03 3.517829e+01 5.848708e+00)
3.1023        	(-1.277595e+04 2.934158e+04 5.605240e+04)	(-1.105250e+04 2.930547e+04 5.604585e+04)	(-1.723451e+03 3.611149e+01 6.547907e+00)
3.13555       	(-1.281404e+04 2.926072e+04 5.584326e+04)	(-1.109030e+04 2.922398e+04 5.583616e+04)	(-1.723739e+03 3.673844e+01 7.105672e+00)
3.1688        	(-1.284175e+04 2.896485e+04 5.551687e+04)	(-1.111733e+04 2.892789e+04 5.550949e+04)	(-1.724423e+03 3.695619e+01 7.375043e+00)
3.19958       	(-1.289514e+04 2.910388e+04 5.539444e+04)	(-1.117012e+04 2.906673e+04 5.538752e+04)	(-1.725018e+03 3.715605e+01 6.918416e+00)
3.23037       	(-1.294703e+04 2.916886e+04 5.551358e+04)	(-1.122389e+04 2.913062e+04 5.550730e+04)	(-1.723146e+03 3.823236e+01 6.279472e+00)
3.26115       	(-1.292746e+04 2.898353e+04 5.539213e+04)	(-1.120647e+04 2.894397e+04 5.538699e+04)	(-1.720985e+03 3.955465e+01 5.141826e+00)
3.28957       	(-1.297867e+04 2.933501e+04 5.567489e+04)	(-1.125917e+04 2.929424e+04 5.567084e+04)	(-1.719500e+03 4.077042e+01 4.044117e+00)
3.31799       	(-1.289066e+04 2.920170e+04 5.562268e+04)	(-1.117324e+04 2.915999e+04 5.561915e+04)	(-1.717420e+03 4.171016e+01 3.523124e+00)
3.34527       	(-1.282860e+04 2.960155e+04 5.584602e+04)	(-1.111225e+04 2.955894e+04 5.584280e+04)	(-1.716344e+03 4.260847e+01 3.224012e+00)
3.37503       	(-1.281708e+04 2.978672e+04 5.614861e+04)	(-1.110058e+04 2.974340e+04 5.614608e+04)	(-1.716508e+03 4.331983e+01 2.527581e+00)
3.40107       	(-1.283863e+04 2.977383e+04 5.598546e+04)	(-1.112503e+04 2.973007e+04 5.598241e+04)	(-1.713606e+03 4.375555e+01 3.053156e+00)
3.42959       	(-1.287967e+04 2.952724e+04 5.591175e+04)	(-1.117003e+04 2.948347e+04 5.590849e+04)	(-1.709643e+03 4.376624e+01 3.261674e+00)
3.46128       	(-1.290855e+04 2.948855e+04 5.612839e+04)	(-1.120367e+04 2.944512e+04 5.612473e+04)	(-1.704887e+03 4.343087e+01 3.663949e+00)
3.49121       	(-1.288519e+04 2.935567e+04 5.598669e+04)	(-1.118531e+04 2.931328e+04 5.598217e+04)	(-1.699878e+03 4.239411e+01 4.518178e+00)
3.52114       	(-1.285825e+04 2.910195e+04 5.579363e+04)	(-1.116343e+04 2.906042e+04 5.578837e+04)	(-1.694820e+03 4.153581e+01 5.261277e+00)
3.54774       	(-1.286322e+04 2.912995e+04 5.549369e+04)	(-1.117248e+04 2.908914e+04 5.548755e+04)	(-1.690738e+03 4.080570e+01 6.143056e+00)
3.57434       	(-1.282769e+04 2.933611e+04 5.560061e+04)	(-1.114154e+04 2.929600e+04 5.559352e+04)	(-1.686152e+03 4.011315e+01 7.086720e+00)
