#0.000120005   	(-1.119293e+07 3.022983e+06 4.528637e+06)	(-1.119288e+07 3.022983e+06 4.528637e+06)	(-4.511543e+01 -4.531452e-02 5.488015e-02)
#0.000264017   	(-8.590534e+05 2.451904e+05 3.591197e+05)	(-8.589965e+05 2.451905e+05 3.591198e+05)	(-5.681397e+01 -6.792358e-02 -1.068007e-01)
#0.000436833   	(-3.720361e+05 1.650703e+05 2.297089e+05)	(-3.719782e+05 1.650704e+05 2.297091e+05)	(-5.783066e+01 -7.715496e-02 -1.818454e-01)
#0.000644211   	(-2.147611e+05 1.194605e+05 1.642365e+05)	(-2.147033e+05 1.194607e+05 1.642367e+05)	(-5.771747e+01 -1.311405e-01 -2.136581e-01)
#0.000893055   	(-1.419074e+05 9.257825e+04 1.282791e+05)	(-1.418498e+05 9.257843e+04 1.282793e+05)	(-5.760790e+01 -1.781220e-01 -2.334883e-01)
#0.00119165    	(-9.884973e+04 7.553782e+04 1.064776e+05)	(-9.879224e+04 7.553804e+04 1.064779e+05)	(-5.749725e+01 -2.216577e-01 -2.451888e-01)
#0.0015499     	(-7.105882e+04 6.424872e+04 9.262694e+04)	(-7.100144e+04 6.424898e+04 9.262719e+04)	(-5.738394e+01 -2.642940e-01 -2.512088e-01)
#0.00197972    	(-5.208191e+04 5.649053e+04 8.347391e+04)	(-5.202464e+04 5.649084e+04 8.347417e+04)	(-5.726737e+01 -3.082665e-01 -2.536415e-01)
#0.00249549    	(-3.872977e+04 5.111333e+04 7.730802e+04)	(-3.867262e+04 5.111369e+04 7.730827e+04)	(-5.714774e+01 -3.560558e-01 -2.538009e-01)
#0.00311429    	(-2.929305e+04 4.726286e+04 7.300579e+04)	(-2.923602e+04 4.726327e+04 7.300605e+04)	(-5.702630e+01 -4.094339e-01 -2.526698e-01)
0.026948      	(-9.959293e+03 3.292595e+04 5.886393e+04)	(-9.902799e+03 3.292741e+04 5.886389e+04)	(-5.649358e+01 -1.461421e+00 4.337718e-02)
0.0324454     	(-9.545226e+03 3.268294e+04 5.866489e+04)	(-9.488534e+03 3.268452e+04 5.866475e+04)	(-5.669234e+01 -1.580722e+00 1.328669e-01)
0.0390274     	(-9.137688e+03 3.238470e+04 5.851373e+04)	(-9.080701e+03 3.238640e+04 5.851348e+04)	(-5.698661e+01 -1.702982e+00 2.523734e-01)
0.0469043     	(-8.579111e+03 3.200733e+04 5.853814e+04)	(-8.521760e+03 3.200914e+04 5.853778e+04)	(-5.735122e+01 -1.809059e+00 3.547235e-01)
0.0563408     	(-7.877187e+03 3.145605e+04 5.859112e+04)	(-7.819405e+03 3.145794e+04 5.859070e+04)	(-5.778245e+01 -1.887010e+00 4.219503e-01)
0.0677102     	(-7.224299e+03 3.105445e+04 5.859919e+04)	(-7.165973e+03 3.105640e+04 5.859872e+04)	(-5.832586e+01 -1.945622e+00 4.673846e-01)
0.0814204     	(-6.651897e+03 3.061722e+04 5.856743e+04)	(-6.592886e+03 3.061920e+04 5.856695e+04)	(-5.901040e+01 -1.981326e+00 4.801784e-01)
0.0978236     	(-6.318971e+03 2.998112e+04 5.826205e+04)	(-6.259036e+03 2.998313e+04 5.826157e+04)	(-5.993446e+01 -2.005019e+00 4.855994e-01)
0.117436      	(-6.282071e+03 2.926579e+04 5.758582e+04)	(-6.220886e+03 2.926781e+04 5.758534e+04)	(-6.118471e+01 -2.018356e+00 4.810158e-01)
0.140661      	(-6.472484e+03 2.838847e+04 5.642101e+04)	(-6.409589e+03 2.839048e+04 5.642055e+04)	(-6.289468e+01 -2.017300e+00 4.547239e-01)
0.168382      	(-6.761656e+03 2.760866e+04 5.534205e+04)	(-6.696379e+03 2.761065e+04 5.534165e+04)	(-6.527738e+01 -1.993297e+00 4.008327e-01)
0.200367      	(-6.848466e+03 2.705140e+04 5.480202e+04)	(-6.779966e+03 2.705334e+04 5.480168e+04)	(-6.849926e+01 -1.944571e+00 3.403333e-01)
0.236714      	(-6.843078e+03 2.686704e+04 5.465835e+04)	(-6.770151e+03 2.686890e+04 5.465808e+04)	(-7.292781e+01 -1.858756e+00 2.702518e-01)
0.276887      	(-6.767225e+03 2.676188e+04 5.462958e+04)	(-6.688134e+03 2.676360e+04 5.462939e+04)	(-7.909133e+01 -1.722290e+00 1.902800e-01)
0.322082      	(-6.852817e+03 2.676714e+04 5.477072e+04)	(-6.764659e+03 2.676865e+04 5.477063e+04)	(-8.815752e+01 -1.510629e+00 8.414058e-02)
0.364452      	(-6.907292e+03 2.681668e+04 5.481307e+04)	(-6.807673e+03 2.681791e+04 5.481310e+04)	(-9.961814e+01 -1.229985e+00 -2.414727e-02)
0.404173      	(-6.951026e+03 2.728186e+04 5.517100e+04)	(-6.836869e+03 2.728278e+04 5.517117e+04)	(-1.141570e+02 -9.145884e-01 -1.678454e-01)
0.441413      	(-7.038280e+03 2.780481e+04 5.557317e+04)	(-6.905640e+03 2.780540e+04 5.557346e+04)	(-1.326402e+02 -5.879651e-01 -2.986174e-01)
0.478652      	(-7.091618e+03 2.855222e+04 5.614033e+04)	(-6.934422e+03 2.855248e+04 5.614074e+04)	(-1.571954e+02 -2.633820e-01 -4.087213e-01)
0.515891      	(-7.165161e+03 2.854771e+04 5.615546e+04)	(-6.976076e+03 2.854769e+04 5.615599e+04)	(-1.890853e+02 1.741761e-02 -5.300766e-01)
0.55313       	(-7.231182e+03 2.923771e+04 5.665721e+04)	(-7.002627e+03 2.923737e+04 5.665785e+04)	(-2.285551e+02 3.413049e-01 -6.424733e-01)
0.587505      	(-7.369577e+03 2.987622e+04 5.688632e+04)	(-7.097009e+03 2.987546e+04 5.688715e+04)	(-2.725677e+02 7.672710e-01 -8.234955e-01)
0.621879      	(-7.456932e+03 2.987023e+04 5.693267e+04)	(-7.134026e+03 2.986901e+04 5.693374e+04)	(-3.229065e+02 1.223741e+00 -1.069036e+00)
0.656254      	(-7.564117e+03 2.968247e+04 5.686662e+04)	(-7.185179e+03 2.968063e+04 5.686806e+04)	(-3.789378e+02 1.834876e+00 -1.449427e+00)
0.690629      	(-7.686196e+03 2.959395e+04 5.673876e+04)	(-7.246545e+03 2.959144e+04 5.674075e+04)	(-4.396508e+02 2.505336e+00 -1.989635e+00)
0.7293        	(-7.806066e+03 2.956787e+04 5.674125e+04)	(-7.296399e+03 2.956452e+04 5.674392e+04)	(-5.096669e+02 3.346508e+00 -2.669651e+00)
0.767971      	(-7.890285e+03 2.919515e+04 5.648684e+04)	(-7.308901e+03 2.919090e+04 5.649014e+04)	(-5.813843e+02 4.246929e+00 -3.299112e+00)
0.806643      	(-8.053774e+03 2.878007e+04 5.630258e+04)	(-7.400790e+03 2.877496e+04 5.630623e+04)	(-6.529837e+02 5.115106e+00 -3.656955e+00)
0.845314      	(-8.129728e+03 2.854380e+04 5.606299e+04)	(-7.406971e+03 2.853809e+04 5.606697e+04)	(-7.227565e+02 5.702732e+00 -3.979575e+00)
0.876251      	(-8.252359e+03 2.884337e+04 5.641880e+04)	(-7.473442e+03 2.883720e+04 5.642241e+04)	(-7.789165e+02 6.172354e+00 -3.608446e+00)
0.907189      	(-8.340828e+03 2.820665e+04 5.577002e+04)	(-7.509075e+03 2.820008e+04 5.577313e+04)	(-8.317533e+02 6.568246e+00 -3.104669e+00)
0.938126      	(-8.436063e+03 2.759549e+04 5.522376e+04)	(-7.554318e+03 2.758843e+04 5.522638e+04)	(-8.817450e+02 7.064240e+00 -2.628621e+00)
0.969063      	(-8.507664e+03 2.743287e+04 5.460748e+04)	(-7.579857e+03 2.742573e+04 5.460978e+04)	(-9.278073e+02 7.138587e+00 -2.298158e+00)
1             	(-8.549170e+03 2.721484e+04 5.401113e+04)	(-7.581364e+03 2.720779e+04 5.401294e+04)	(-9.678051e+02 7.049194e+00 -1.803306e+00)
1.03333       	(-8.623448e+03 2.730753e+04 5.397555e+04)	(-7.616954e+03 2.730027e+04 5.397736e+04)	(-1.006494e+03 7.251997e+00 -1.805077e+00)
1.06786       	(-8.664794e+03 2.775088e+04 5.429123e+04)	(-7.624184e+03 2.774347e+04 5.429316e+04)	(-1.040610e+03 7.415091e+00 -1.939105e+00)
1.10371       	(-8.750339e+03 2.740162e+04 5.396063e+04)	(-7.679378e+03 2.739401e+04 5.396231e+04)	(-1.070961e+03 7.614153e+00 -1.672715e+00)
1.14268       	(-8.764318e+03 2.748064e+04 5.389734e+04)	(-7.664103e+03 2.747291e+04 5.389857e+04)	(-1.100214e+03 7.728007e+00 -1.224706e+00)
1.17995       	(-8.810882e+03 2.748888e+04 5.383829e+04)	(-7.686224e+03 2.748095e+04 5.383886e+04)	(-1.124658e+03 7.930170e+00 -5.719534e-01)
1.21149       	(-8.842824e+03 2.791511e+04 5.423405e+04)	(-7.701306e+03 2.790652e+04 5.423370e+04)	(-1.141518e+03 8.589440e+00 3.534985e-01)
1.24435       	(-8.858063e+03 2.797543e+04 5.407514e+04)	(-7.697642e+03 2.796601e+04 5.407413e+04)	(-1.160421e+03 9.423558e+00 1.017705e+00)
1.2772        	(-8.890998e+03 2.808998e+04 5.413531e+04)	(-7.710804e+03 2.807990e+04 5.413176e+04)	(-1.180194e+03 1.008136e+01 3.554037e+00)
1.31162       	(-8.916523e+03 2.861106e+04 5.484978e+04)	(-7.717091e+03 2.859960e+04 5.484443e+04)	(-1.199432e+03 1.145932e+01 5.353435e+00)
1.34785       	(-8.957459e+03 2.891696e+04 5.508564e+04)	(-7.736762e+03 2.890232e+04 5.508067e+04)	(-1.220697e+03 1.463391e+01 4.974216e+00)
1.38218       	(-8.970897e+03 2.904456e+04 5.521723e+04)	(-7.732484e+03 2.902901e+04 5.521432e+04)	(-1.238412e+03 1.555251e+01 2.903313e+00)
1.41469       	(-9.000473e+03 2.883071e+04 5.479873e+04)	(-7.748782e+03 2.881458e+04 5.479480e+04)	(-1.251692e+03 1.613621e+01 3.932743e+00)
1.44721       	(-8.993048e+03 2.875377e+04 5.449735e+04)	(-7.735321e+03 2.873864e+04 5.449124e+04)	(-1.257727e+03 1.512990e+01 6.107777e+00)
1.4763        	(-9.013163e+03 2.847122e+04 5.379598e+04)	(-7.745589e+03 2.845545e+04 5.378875e+04)	(-1.267575e+03 1.577689e+01 7.223247e+00)
1.5054        	(-9.046737e+03 2.844886e+04 5.336285e+04)	(-7.770037e+03 2.843336e+04 5.335572e+04)	(-1.276700e+03 1.550074e+01 7.129517e+00)
1.53837       	(-9.011648e+03 2.857631e+04 5.326259e+04)	(-7.724962e+03 2.856091e+04 5.325614e+04)	(-1.286686e+03 1.540063e+01 6.448831e+00)
1.57388       	(-9.064703e+03 2.830958e+04 5.328152e+04)	(-7.773943e+03 2.829388e+04 5.327421e+04)	(-1.290759e+03 1.570243e+01 7.313540e+00)
1.61262       	(-9.070437e+03 2.785749e+04 5.279205e+04)	(-7.766042e+03 2.784032e+04 5.278511e+04)	(-1.304395e+03 1.716298e+01 6.935669e+00)
1.6449        	(-9.159159e+03 2.811757e+04 5.289458e+04)	(-7.839271e+03 2.810051e+04 5.288910e+04)	(-1.319888e+03 1.705878e+01 5.481881e+00)
1.67449       	(-9.143884e+03 2.791029e+04 5.247269e+04)	(-7.810204e+03 2.789240e+04 5.246549e+04)	(-1.333679e+03 1.789233e+01 7.201745e+00)
1.69484       	(-9.213705e+03 2.740323e+04 5.170654e+04)	(-7.876330e+03 2.738671e+04 5.169923e+04)	(-1.337375e+03 1.651918e+01 7.305111e+00)
1.71179       	(-9.222436e+03 2.782074e+04 5.181817e+04)	(-7.883251e+03 2.780531e+04 5.181106e+04)	(-1.339185e+03 1.542727e+01 7.115204e+00)
1.7278        	(-9.237439e+03 2.771832e+04 5.146899e+04)	(-7.898356e+03 2.770361e+04 5.146357e+04)	(-1.339083e+03 1.470528e+01 5.414316e+00)
1.74481       	(-9.257761e+03 2.785408e+04 5.155217e+04)	(-7.919847e+03 2.783902e+04 5.154834e+04)	(-1.337915e+03 1.505298e+01 3.831001e+00)
1.76444       	(-9.248714e+03 2.799417e+04 5.162684e+04)	(-7.913225e+03 2.797849e+04 5.162437e+04)	(-1.335489e+03 1.568439e+01 2.465150e+00)
1.78586       	(-9.266561e+03 2.805454e+04 5.179116e+04)	(-7.934380e+03 2.803790e+04 5.178932e+04)	(-1.332182e+03 1.663290e+01 1.844137e+00)
1.80965       	(-9.256671e+03 2.813565e+04 5.203153e+04)	(-7.931737e+03 2.811868e+04 5.203087e+04)	(-1.324934e+03 1.696717e+01 6.643483e-01)
1.83345       	(-9.217992e+03 2.797253e+04 5.205976e+04)	(-7.899140e+03 2.795421e+04 5.206003e+04)	(-1.318853e+03 1.831743e+01 -2.678478e-01)
1.8612        	(-9.225602e+03 2.777004e+04 5.200788e+04)	(-7.911446e+03 2.774970e+04 5.200976e+04)	(-1.314156e+03 2.033896e+01 -1.884587e+00)
1.8959        	(-9.216846e+03 2.799679e+04 5.222295e+04)	(-7.903437e+03 2.797183e+04 5.223097e+04)	(-1.313409e+03 2.495824e+01 -8.018846e+00)
1.9306        	(-9.215720e+03 2.793811e+04 5.230304e+04)	(-7.909268e+03 2.791268e+04 5.231198e+04)	(-1.306452e+03 2.543523e+01 -8.938609e+00)
1.9653        	(-9.190203e+03 2.832720e+04 5.253145e+04)	(-7.880685e+03 2.830032e+04 5.253871e+04)	(-1.309517e+03 2.688281e+01 -7.265356e+00)
2             	(-9.206008e+03 2.809374e+04 5.221917e+04)	(-7.892190e+03 2.806644e+04 5.222595e+04)	(-1.313818e+03 2.730152e+01 -6.778207e+00)
2.03333       	(-9.172091e+03 2.785383e+04 5.197970e+04)	(-7.854705e+03 2.782569e+04 5.198821e+04)	(-1.317386e+03 2.813973e+01 -8.508102e+00)
2.06263       	(-9.217415e+03 2.779684e+04 5.186064e+04)	(-7.894550e+03 2.776508e+04 5.187228e+04)	(-1.322865e+03 3.176276e+01 -1.164133e+01)
2.09103       	(-9.241828e+03 2.789632e+04 5.186390e+04)	(-7.914403e+03 2.785736e+04 5.187969e+04)	(-1.327425e+03 3.895245e+01 -1.579522e+01)
2.11944       	(-9.241964e+03 2.793342e+04 5.187685e+04)	(-7.909238e+03 2.789121e+04 5.189274e+04)	(-1.332726e+03 4.221108e+01 -1.589016e+01)
2.15089       	(-9.344100e+03 2.809003e+04 5.184805e+04)	(-8.010382e+03 2.804740e+04 5.186429e+04)	(-1.333718e+03 4.263246e+01 -1.623895e+01)
2.18354       	(-9.407865e+03 2.808588e+04 5.178975e+04)	(-8.085141e+03 2.804149e+04 5.180637e+04)	(-1.322724e+03 4.439310e+01 -1.662350e+01)
2.21756       	(-9.443594e+03 2.848836e+04 5.207409e+04)	(-8.131353e+03 2.844087e+04 5.209261e+04)	(-1.312241e+03 4.748976e+01 -1.851471e+01)
2.25158       	(-9.462882e+03 2.861713e+04 5.218961e+04)	(-8.165070e+03 2.857063e+04 5.220695e+04)	(-1.297812e+03 4.649727e+01 -1.734070e+01)
2.289         	(-9.240162e+03 2.878107e+04 5.221581e+04)	(-7.957104e+03 2.873953e+04 5.222801e+04)	(-1.283059e+03 4.154255e+01 -1.220114e+01)
2.33083       	(-9.239373e+03 2.890479e+04 5.242650e+04)	(-7.970534e+03 2.886996e+04 5.243249e+04)	(-1.268839e+03 3.483142e+01 -5.992033e+00)
2.37544       	(-9.227010e+03 2.890507e+04 5.235860e+04)	(-7.972039e+03 2.887620e+04 5.236024e+04)	(-1.254971e+03 2.886494e+01 -1.648626e+00)
2.42348       	(-9.299966e+03 2.920200e+04 5.272683e+04)	(-8.053720e+03 2.917995e+04 5.272421e+04)	(-1.246246e+03 2.205559e+01 2.622575e+00)
2.47152       	(-9.292251e+03 2.931855e+04 5.287462e+04)	(-8.051833e+03 2.930264e+04 5.286804e+04)	(-1.240418e+03 1.590388e+01 6.579099e+00)
2.51957       	(-9.316199e+03 2.953173e+04 5.319336e+04)	(-8.077391e+03 2.951953e+04 5.318477e+04)	(-1.238808e+03 1.219499e+01 8.590530e+00)
2.56324       	(-9.331563e+03 2.959279e+04 5.318593e+04)	(-8.092826e+03 2.958121e+04 5.317699e+04)	(-1.238737e+03 1.158048e+01 8.940569e+00)
2.61177       	(-9.409993e+03 2.954626e+04 5.279902e+04)	(-8.169775e+03 2.953393e+04 5.279071e+04)	(-1.240217e+03 1.233108e+01 8.305935e+00)
2.6603        	(-9.392508e+03 2.944701e+04 5.270293e+04)	(-8.151574e+03 2.943424e+04 5.269480e+04)	(-1.240935e+03 1.276433e+01 8.129792e+00)
2.69804       	(-9.407688e+03 2.943610e+04 5.254413e+04)	(-8.166027e+03 2.942338e+04 5.253586e+04)	(-1.241661e+03 1.272304e+01 8.268772e+00)
2.74118       	(-9.420419e+03 2.953053e+04 5.252333e+04)	(-8.180425e+03 2.951798e+04 5.251500e+04)	(-1.239995e+03 1.255780e+01 8.333462e+00)
2.78432       	(-9.368823e+03 2.957188e+04 5.247657e+04)	(-8.131455e+03 2.955943e+04 5.246820e+04)	(-1.237368e+03 1.244698e+01 8.369429e+00)
2.82745       	(-9.411020e+03 2.964287e+04 5.244687e+04)	(-8.175741e+03 2.963072e+04 5.243867e+04)	(-1.235279e+03 1.215534e+01 8.202441e+00)
2.87059       	(-9.378048e+03 2.948889e+04 5.232078e+04)	(-8.145726e+03 2.947703e+04 5.231260e+04)	(-1.232322e+03 1.186230e+01 8.177243e+00)
2.91373       	(-9.427986e+03 2.951524e+04 5.233785e+04)	(-8.198036e+03 2.950350e+04 5.232980e+04)	(-1.229950e+03 1.173608e+01 8.048951e+00)
2.95686       	(-9.393202e+03 2.931567e+04 5.227085e+04)	(-8.165525e+03 2.930378e+04 5.226305e+04)	(-1.227677e+03 1.188469e+01 7.802654e+00)
3             	(-9.399383e+03 2.932628e+04 5.232731e+04)	(-8.173709e+03 2.931375e+04 5.231979e+04)	(-1.225674e+03 1.253136e+01 7.526474e+00)
3.03448       	(-9.325434e+03 2.940586e+04 5.223170e+04)	(-8.100977e+03 2.939282e+04 5.222437e+04)	(-1.224457e+03 1.303871e+01 7.329443e+00)
3.07162       	(-9.370631e+03 2.957097e+04 5.246335e+04)	(-8.148557e+03 2.955781e+04 5.245651e+04)	(-1.222074e+03 1.316535e+01 6.847499e+00)
3.1103        	(-9.327086e+03 2.960409e+04 5.246774e+04)	(-8.107661e+03 2.959064e+04 5.246138e+04)	(-1.219425e+03 1.344960e+01 6.366387e+00)
3.14325       	(-9.325113e+03 2.964008e+04 5.244425e+04)	(-8.108031e+03 2.962607e+04 5.243805e+04)	(-1.217082e+03 1.400929e+01 6.202711e+00)
3.17385       	(-9.257427e+03 2.952645e+04 5.238328e+04)	(-8.043175e+03 2.951156e+04 5.237704e+04)	(-1.214252e+03 1.489205e+01 6.244820e+00)
3.2069        	(-9.303234e+03 2.991209e+04 5.270039e+04)	(-8.091929e+03 2.989670e+04 5.269445e+04)	(-1.211305e+03 1.538647e+01 5.945609e+00)
3.24466       	(-9.302501e+03 2.996251e+04 5.273938e+04)	(-8.096177e+03 2.994654e+04 5.273367e+04)	(-1.206324e+03 1.597146e+01 5.710283e+00)
3.28442       	(-9.313791e+03 2.987976e+04 5.275436e+04)	(-8.112175e+03 2.986349e+04 5.274879e+04)	(-1.201617e+03 1.627220e+01 5.578227e+00)
3.32208       	(-9.311270e+03 2.999679e+04 5.278326e+04)	(-8.114543e+03 2.998005e+04 5.277782e+04)	(-1.196727e+03 1.673719e+01 5.442206e+00)
3.35776       	(-9.351577e+03 3.001467e+04 5.283376e+04)	(-8.158535e+03 2.999792e+04 5.282856e+04)	(-1.193042e+03 1.674825e+01 5.196953e+00)
3.3979        	(-9.293602e+03 3.016385e+04 5.291668e+04)	(-8.105789e+03 3.014699e+04 5.291172e+04)	(-1.187813e+03 1.685179e+01 4.954346e+00)
3.44091       	(-9.325901e+03 3.001225e+04 5.288004e+04)	(-8.143059e+03 2.999522e+04 5.287535e+04)	(-1.182842e+03 1.702914e+01 4.690005e+00)
3.48084       	(-9.300171e+03 2.989594e+04 5.272399e+04)	(-8.121236e+03 2.987866e+04 5.271959e+04)	(-1.178935e+03 1.727691e+01 4.405010e+00)
3.51793       	(-9.350351e+03 3.001372e+04 5.287375e+04)	(-8.174909e+03 2.999621e+04 5.286965e+04)	(-1.175442e+03 1.751353e+01 4.104440e+00)
3.55501       	(-9.335393e+03 3.010658e+04 5.292575e+04)	(-8.163502e+03 3.008878e+04 5.292180e+04)	(-1.171892e+03 1.779614e+01 3.944491e+00)
3.58679       	(-9.323544e+03 3.004539e+04 5.275827e+04)	(-8.155031e+03 3.002744e+04 5.275461e+04)	(-1.168514e+03 1.795781e+01 3.655124e+00)
3.62123       	(-9.326746e+03 3.007864e+04 5.283708e+04)	(-8.162068e+03 3.006066e+04 5.283343e+04)	(-1.164678e+03 1.797896e+01 3.650297e+00)
3.6591        	(-9.339877e+03 3.005507e+04 5.289269e+04)	(-8.178604e+03 3.003718e+04 5.288897e+04)	(-1.161273e+03 1.788419e+01 3.716559e+00)
3.70172       	(-9.351275e+03 2.999449e+04 5.293732e+04)	(-8.193564e+03 2.997660e+04 5.293346e+04)	(-1.157710e+03 1.788537e+01 3.862333e+00)
3.74433       	(-9.344009e+03 2.998514e+04 5.288985e+04)	(-8.190484e+03 2.996744e+04 5.288581e+04)	(-1.153525e+03 1.770025e+01 4.039467e+00)
3.78694       	(-9.344622e+03 3.003178e+04 5.295774e+04)	(-8.195368e+03 3.001441e+04 5.295330e+04)	(-1.149254e+03 1.737644e+01 4.438618e+00)
3.82955       	(-9.444296e+03 3.003474e+04 5.290178e+04)	(-8.298517e+03 3.001780e+04 5.289710e+04)	(-1.145780e+03 1.694185e+01 4.674933e+00)
3.87216       	(-9.421744e+03 3.000138e+04 5.288938e+04)	(-8.278971e+03 2.998477e+04 5.288453e+04)	(-1.142772e+03 1.660441e+01 4.848744e+00)
3.91478       	(-9.419607e+03 2.987747e+04 5.272119e+04)	(-8.279076e+03 2.986124e+04 5.271618e+04)	(-1.140532e+03 1.623391e+01 5.010465e+00)
3.95739       	(-9.439076e+03 2.991328e+04 5.273544e+04)	(-8.300758e+03 2.989737e+04 5.273026e+04)	(-1.138318e+03 1.590201e+01 5.183303e+00)
4             	(-9.386138e+03 2.995596e+04 5.281253e+04)	(-8.250296e+03 2.994034e+04 5.280698e+04)	(-1.135842e+03 1.562627e+01 5.548896e+00)
4.03704       	(-9.315684e+03 2.988387e+04 5.275215e+04)	(-8.182375e+03 2.986867e+04 5.274573e+04)	(-1.133309e+03 1.519795e+01 6.418088e+00)
4.07407       	(-9.265065e+03 2.982076e+04 5.278762e+04)	(-8.133965e+03 2.980599e+04 5.278061e+04)	(-1.131100e+03 1.477576e+01 7.010401e+00)
4.11111       	(-9.265362e+03 2.986180e+04 5.285773e+04)	(-8.135909e+03 2.984785e+04 5.284985e+04)	(-1.129453e+03 1.395677e+01 7.886026e+00)
4.14667       	(-9.284244e+03 2.949386e+04 5.255329e+04)	(-8.155884e+03 2.948060e+04 5.254497e+04)	(-1.128360e+03 1.326346e+01 8.325725e+00)
4.17949       	(-9.368694e+03 2.945661e+04 5.243829e+04)	(-8.240744e+03 2.944384e+04 5.242953e+04)	(-1.127950e+03 1.277833e+01 8.755648e+00)
4.21368       	(-9.413218e+03 2.930707e+04 5.230136e+04)	(-8.285223e+03 2.929460e+04 5.229235e+04)	(-1.127995e+03 1.247165e+01 9.011019e+00)
4.24942       	(-9.399945e+03 2.934220e+04 5.220836e+04)	(-8.271705e+03 2.933002e+04 5.219923e+04)	(-1.128240e+03 1.217238e+01 9.125867e+00)
4.28695       	(-9.445953e+03 2.929924e+04 5.222144e+04)	(-8.317359e+03 2.928724e+04 5.221232e+04)	(-1.128594e+03 1.200519e+01 9.122294e+00)
4.32448       	(-9.463802e+03 2.949670e+04 5.238743e+04)	(-8.334672e+03 2.948474e+04 5.237837e+04)	(-1.129129e+03 1.195631e+01 9.054844e+00)
4.36421       	(-9.428277e+03 2.960782e+04 5.251100e+04)	(-8.298880e+03 2.959591e+04 5.250209e+04)	(-1.129397e+03 1.190670e+01 8.916283e+00)
4.40161       	(-9.455292e+03 2.963394e+04 5.255686e+04)	(-8.325472e+03 2.962205e+04 5.254801e+04)	(-1.129820e+03 1.189606e+01 8.854940e+00)
