#0.000120005   	(-1.621247e+07 4.378246e+06 6.532892e+06)	(-1.621241e+07 4.378246e+06 6.532891e+06)	(-6.514696e+01 -7.216577e-02 8.006428e-02)
#0.000264017   	(-1.266958e+06 3.499680e+05 4.950776e+05)	(-1.266876e+06 3.499681e+05 4.950778e+05)	(-8.200426e+01 -1.130794e-01 -1.510523e-01)
#0.000436833   	(-5.570717e+05 2.304044e+05 3.048796e+05)	(-5.569882e+05 2.304045e+05 3.048798e+05)	(-8.342986e+01 -1.350300e-01 -2.545767e-01)
#0.000644211   	(-3.246795e+05 1.625173e+05 2.089464e+05)	(-3.245963e+05 1.625176e+05 2.089467e+05)	(-8.322559e+01 -2.208478e-01 -2.956585e-01)
#0.000893055   	(-2.148201e+05 1.223617e+05 1.563618e+05)	(-2.147371e+05 1.223620e+05 1.563621e+05)	(-8.302480e+01 -2.982018e-01 -3.193794e-01)
#0.00119165    	(-1.488338e+05 9.666493e+04 1.245141e+05)	(-1.487510e+05 9.666531e+04 1.245144e+05)	(-8.282206e+01 -3.727381e-01 -3.318269e-01)
#0.0015499     	(-1.059343e+05 7.975566e+04 1.043133e+05)	(-1.058517e+05 7.975611e+04 1.043136e+05)	(-8.261546e+01 -4.495480e-01 -3.387109e-01)
#0.00197972    	(-7.705898e+04 6.839097e+04 9.106183e+04)	(-7.697658e+04 6.839151e+04 9.106217e+04)	(-8.240518e+01 -5.326752e-01 -3.416858e-01)
#0.00249549    	(-5.740090e+04 6.018777e+04 8.191092e+04)	(-5.731871e+04 6.018839e+04 8.191126e+04)	(-8.219231e+01 -6.243255e-01 -3.390930e-01)
#0.00311429    	(-4.460252e+04 5.404572e+04 7.524761e+04)	(-4.452054e+04 5.404644e+04 7.524794e+04)	(-8.197788e+01 -7.261130e-01 -3.298655e-01)
0.026948      	(-1.778439e+04 3.030396e+04 5.292340e+04)	(-1.770320e+04 3.030640e+04 5.292302e+04)	(-8.118801e+01 -2.432739e+00 3.811987e-01)
0.0324454     	(-1.638831e+04 2.952232e+04 5.311313e+04)	(-1.630684e+04 2.952490e+04 5.311259e+04)	(-8.146542e+01 -2.578551e+00 5.349606e-01)
0.0390274     	(-1.473702e+04 2.839910e+04 5.337234e+04)	(-1.465523e+04 2.840178e+04 5.337170e+04)	(-8.178342e+01 -2.682484e+00 6.415714e-01)
0.0469043     	(-1.316609e+04 2.754668e+04 5.359684e+04)	(-1.308391e+04 2.754943e+04 5.359612e+04)	(-8.218109e+01 -2.752399e+00 7.163010e-01)
0.0563408     	(-1.178362e+04 2.657118e+04 5.380744e+04)	(-1.170093e+04 2.657398e+04 5.380669e+04)	(-8.269288e+01 -2.794171e+00 7.561648e-01)
0.0677102     	(-1.096826e+04 2.540825e+04 5.339735e+04)	(-1.088485e+04 2.541107e+04 5.339656e+04)	(-8.341788e+01 -2.818346e+00 7.870941e-01)
0.0814204     	(-1.080569e+04 2.380332e+04 5.212012e+04)	(-1.072123e+04 2.380615e+04 5.211931e+04)	(-8.445160e+01 -2.827856e+00 8.074661e-01)
0.0978236     	(-1.114742e+04 2.173539e+04 4.993789e+04)	(-1.106153e+04 2.173820e+04 4.993709e+04)	(-8.589779e+01 -2.818752e+00 7.956666e-01)
0.117436      	(-1.164473e+04 1.995714e+04 4.780091e+04)	(-1.155679e+04 1.995993e+04 4.780016e+04)	(-8.794126e+01 -2.782555e+00 7.505035e-01)
0.140066      	(-1.179354e+04 1.876657e+04 4.659138e+04)	(-1.170288e+04 1.876930e+04 4.659068e+04)	(-9.065291e+01 -2.730260e+00 7.057604e-01)
0.166125      	(-1.159823e+04 1.792797e+04 4.646673e+04)	(-1.150396e+04 1.793063e+04 4.646606e+04)	(-9.427139e+01 -2.658577e+00 6.612991e-01)
0.195906      	(-1.147114e+04 1.733036e+04 4.670191e+04)	(-1.137197e+04 1.733292e+04 4.670130e+04)	(-9.916937e+01 -2.564679e+00 6.089965e-01)
0.22941       	(-1.149049e+04 1.720598e+04 4.700621e+04)	(-1.138458e+04 1.720843e+04 4.700566e+04)	(-1.059067e+02 -2.448096e+00 5.439300e-01)
0.260233      	(-1.151271e+04 1.712939e+04 4.696715e+04)	(-1.139910e+04 1.713172e+04 4.696672e+04)	(-1.136075e+02 -2.336632e+00 4.301355e-01)
0.285743      	(-1.164956e+04 1.712329e+04 4.692143e+04)	(-1.152806e+04 1.712552e+04 4.692111e+04)	(-1.214914e+02 -2.234935e+00 3.205709e-01)
0.311252      	(-1.171706e+04 1.755501e+04 4.746737e+04)	(-1.158571e+04 1.755709e+04 4.746712e+04)	(-1.313430e+02 -2.076050e+00 2.416423e-01)
0.336761      	(-1.179672e+04 1.816504e+04 4.821191e+04)	(-1.165279e+04 1.816693e+04 4.821173e+04)	(-1.439250e+02 -1.887973e+00 1.813351e-01)
0.364396      	(-1.182263e+04 1.873854e+04 4.867145e+04)	(-1.166066e+04 1.874019e+04 4.867132e+04)	(-1.619708e+02 -1.641974e+00 1.368237e-01)
0.388842      	(-1.205637e+04 1.937699e+04 4.878890e+04)	(-1.187310e+04 1.937834e+04 4.878885e+04)	(-1.832710e+02 -1.346654e+00 5.112434e-02)
0.412348      	(-1.205000e+04 2.000482e+04 4.938757e+04)	(-1.183974e+04 2.000579e+04 4.938768e+04)	(-2.102611e+02 -9.727105e-01 -1.153289e-01)
0.437898      	(-1.230266e+04 2.080786e+04 5.034727e+04)	(-1.205405e+04 2.080830e+04 5.034758e+04)	(-2.486186e+02 -4.382953e-01 -3.107512e-01)
0.466003      	(-1.233022e+04 2.095777e+04 5.104641e+04)	(-1.202606e+04 2.095720e+04 5.104699e+04)	(-3.041632e+02 5.696856e-01 -5.734261e-01)
0.497415      	(-1.258796e+04 2.245503e+04 5.256122e+04)	(-1.220358e+04 2.245296e+04 5.256231e+04)	(-3.843875e+02 2.071784e+00 -1.088459e+00)
0.526979      	(-1.271834e+04 2.244024e+04 5.356539e+04)	(-1.223720e+04 2.243642e+04 5.356707e+04)	(-4.811425e+02 3.823902e+00 -1.684829e+00)
0.549504      	(-1.305900e+04 2.288298e+04 5.439391e+04)	(-1.248692e+04 2.287772e+04 5.439564e+04)	(-5.720863e+02 5.255375e+00 -1.731165e+00)
0.574531      	(-1.316520e+04 2.266635e+04 5.519190e+04)	(-1.248172e+04 2.265950e+04 5.519394e+04)	(-6.834819e+02 6.851476e+00 -2.040137e+00)
0.598168      	(-1.345676e+04 2.138236e+04 5.494185e+04)	(-1.265741e+04 2.137401e+04 5.494454e+04)	(-7.993575e+02 8.352490e+00 -2.690911e+00)
0.624957      	(-1.356359e+04 2.145522e+04 5.503486e+04)	(-1.262668e+04 2.144515e+04 5.503791e+04)	(-9.369099e+02 1.006948e+01 -3.052462e+00)
0.648397      	(-1.388128e+04 2.050136e+04 5.412707e+04)	(-1.281637e+04 2.049029e+04 5.412963e+04)	(-1.064916e+03 1.106412e+01 -2.552765e+00)
0.670372      	(-1.406491e+04 1.876550e+04 5.277315e+04)	(-1.287772e+04 1.875276e+04 5.277635e+04)	(-1.187188e+03 1.273848e+01 -3.198420e+00)
0.693917      	(-1.430016e+04 1.868314e+04 5.248237e+04)	(-1.298191e+04 1.866821e+04 5.248759e+04)	(-1.318258e+03 1.492868e+01 -5.221927e+00)
0.717462      	(-1.457302e+04 1.807432e+04 5.082005e+04)	(-1.312536e+04 1.805637e+04 5.082762e+04)	(-1.447664e+03 1.795575e+01 -7.574978e+00)
0.743147      	(-1.469160e+04 1.727937e+04 4.965788e+04)	(-1.311668e+04 1.725773e+04 4.966695e+04)	(-1.574920e+03 2.164381e+01 -9.066067e+00)
0.766498      	(-1.499724e+04 1.768923e+04 4.935580e+04)	(-1.330732e+04 1.766400e+04 4.936617e+04)	(-1.689917e+03 2.522737e+01 -1.036851e+01)
0.789848      	(-1.499742e+04 1.830903e+04 4.950248e+04)	(-1.319935e+04 1.827937e+04 4.951620e+04)	(-1.798077e+03 2.965918e+01 -1.372422e+01)
0.813198      	(-1.521963e+04 1.728920e+04 4.882030e+04)	(-1.331896e+04 1.725596e+04 4.883494e+04)	(-1.900667e+03 3.324773e+01 -1.464721e+01)
0.836548      	(-1.512316e+04 1.570601e+04 4.793230e+04)	(-1.312954e+04 1.566835e+04 4.794893e+04)	(-1.993616e+03 3.766750e+01 -1.663012e+01)
0.859899      	(-1.533725e+04 1.570914e+04 4.775732e+04)	(-1.325438e+04 1.566725e+04 4.777557e+04)	(-2.082873e+03 4.188903e+01 -1.824888e+01)
0.883249      	(-1.527425e+04 1.476361e+04 4.684022e+04)	(-1.310768e+04 1.471763e+04 4.686161e+04)	(-2.166573e+03 4.598247e+01 -2.139242e+01)
0.906599      	(-1.551748e+04 1.524335e+04 4.705222e+04)	(-1.327245e+04 1.519542e+04 4.707686e+04)	(-2.245034e+03 4.793463e+01 -2.463888e+01)
0.929949      	(-1.549017e+04 1.581664e+04 4.707250e+04)	(-1.318894e+04 1.576684e+04 4.710080e+04)	(-2.301231e+03 4.980407e+01 -2.829844e+01)
0.9533        	(-1.563875e+04 1.477435e+04 4.615523e+04)	(-1.329159e+04 1.472127e+04 4.618500e+04)	(-2.347162e+03 5.308724e+01 -2.977271e+01)
0.97665       	(-1.563901e+04 1.509897e+04 4.604950e+04)	(-1.325167e+04 1.504211e+04 4.608006e+04)	(-2.387344e+03 5.686249e+01 -3.055944e+01)
1             	(-1.571598e+04 1.561689e+04 4.623721e+04)	(-1.329083e+04 1.555375e+04 4.626942e+04)	(-2.425145e+03 6.313513e+01 -3.220970e+01)
1.02439       	(-1.572664e+04 1.650174e+04 4.688190e+04)	(-1.326477e+04 1.643354e+04 4.691704e+04)	(-2.461869e+03 6.820378e+01 -3.513574e+01)
1.04941       	(-1.575604e+04 1.691272e+04 4.679195e+04)	(-1.326382e+04 1.684085e+04 4.682832e+04)	(-2.492219e+03 7.187413e+01 -3.637674e+01)
1.07259       	(-1.586174e+04 1.703237e+04 4.649749e+04)	(-1.334271e+04 1.695808e+04 4.653107e+04)	(-2.519026e+03 7.429272e+01 -3.358060e+01)
1.09637       	(-1.598064e+04 1.808481e+04 4.730393e+04)	(-1.344186e+04 1.800760e+04 4.733502e+04)	(-2.538778e+03 7.721026e+01 -3.108384e+01)
1.11841       	(-1.601846e+04 1.781443e+04 4.726122e+04)	(-1.346143e+04 1.773589e+04 4.729070e+04)	(-2.557034e+03 7.853554e+01 -2.948199e+01)
1.1429        	(-1.620724e+04 1.737069e+04 4.679281e+04)	(-1.362830e+04 1.728946e+04 4.682324e+04)	(-2.578936e+03 8.122888e+01 -3.042563e+01)
1.16739       	(-1.628063e+04 1.762558e+04 4.675522e+04)	(-1.368477e+04 1.754250e+04 4.678491e+04)	(-2.595858e+03 8.308460e+01 -2.968903e+01)
1.19118       	(-1.649431e+04 1.850927e+04 4.765286e+04)	(-1.389852e+04 1.842846e+04 4.767493e+04)	(-2.595786e+03 8.081347e+01 -2.206721e+01)
1.21727       	(-1.668605e+04 1.917938e+04 4.849557e+04)	(-1.409485e+04 1.909968e+04 4.851255e+04)	(-2.591198e+03 7.970019e+01 -1.697806e+01)
1.24626       	(-1.687159e+04 2.048675e+04 4.948147e+04)	(-1.429482e+04 2.040872e+04 4.949380e+04)	(-2.576771e+03 7.802692e+01 -1.232698e+01)
1.27417       	(-1.708974e+04 2.079873e+04 4.977429e+04)	(-1.452534e+04 2.072236e+04 4.978194e+04)	(-2.564392e+03 7.636953e+01 -7.648434e+00)
1.30106       	(-1.708532e+04 2.156517e+04 5.032208e+04)	(-1.454687e+04 2.149496e+04 5.032206e+04)	(-2.538452e+03 7.020892e+01 2.144218e-02)
1.32901       	(-1.738574e+04 2.209537e+04 5.099602e+04)	(-1.488286e+04 2.202933e+04 5.099262e+04)	(-2.502883e+03 6.604305e+01 3.398589e+00)
1.35585       	(-1.737605e+04 2.169182e+04 5.076078e+04)	(-1.489962e+04 2.162702e+04 5.075475e+04)	(-2.476428e+03 6.479318e+01 6.029195e+00)
1.38386       	(-1.734379e+04 2.255782e+04 5.202356e+04)	(-1.488042e+04 2.249656e+04 5.201091e+04)	(-2.463374e+03 6.126118e+01 1.264730e+01)
1.4132        	(-1.734004e+04 2.290087e+04 5.299186e+04)	(-1.487438e+04 2.284688e+04 5.297429e+04)	(-2.465659e+03 5.398957e+01 1.757270e+01)
1.44254       	(-1.732009e+04 2.320943e+04 5.386288e+04)	(-1.484834e+04 2.315905e+04 5.384292e+04)	(-2.471751e+03 5.037999e+01 1.996219e+01)
1.47188       	(-1.742890e+04 2.328930e+04 5.318529e+04)	(-1.495098e+04 2.323449e+04 5.316812e+04)	(-2.477922e+03 5.480705e+01 1.716942e+01)
1.50122       	(-1.726254e+04 2.361674e+04 5.364439e+04)	(-1.476754e+04 2.355844e+04 5.362731e+04)	(-2.494992e+03 5.829977e+01 1.708001e+01)
1.53239       	(-1.733805e+04 2.294380e+04 5.251830e+04)	(-1.482784e+04 2.288242e+04 5.250900e+04)	(-2.510209e+03 6.137200e+01 9.293957e+00)
1.56357       	(-1.713246e+04 2.250940e+04 5.220450e+04)	(-1.460851e+04 2.244012e+04 5.220044e+04)	(-2.523950e+03 6.928569e+01 4.065415e+00)
1.59084       	(-1.679125e+04 2.144167e+04 5.144779e+04)	(-1.425382e+04 2.137309e+04 5.143580e+04)	(-2.537428e+03 6.858374e+01 1.198290e+01)
1.62007       	(-1.693657e+04 2.178240e+04 5.240004e+04)	(-1.441575e+04 2.171751e+04 5.237920e+04)	(-2.520822e+03 6.489027e+01 2.084051e+01)
1.6493        	(-1.698048e+04 2.207368e+04 5.288650e+04)	(-1.450443e+04 2.200914e+04 5.285673e+04)	(-2.476050e+03 6.454318e+01 2.977043e+01)
1.67627       	(-1.680172e+04 2.167276e+04 5.200565e+04)	(-1.436415e+04 2.161721e+04 5.196479e+04)	(-2.437565e+03 5.554260e+01 4.086788e+01)
1.70325       	(-1.641515e+04 2.209300e+04 5.237030e+04)	(-1.398704e+04 2.205220e+04 5.231578e+04)	(-2.428117e+03 4.079999e+01 5.452497e+01)
1.72608       	(-1.635714e+04 2.319926e+04 5.277350e+04)	(-1.393720e+04 2.316709e+04 5.271075e+04)	(-2.419940e+03 3.217021e+01 6.275126e+01)
1.7489        	(-1.625917e+04 2.319328e+04 5.238337e+04)	(-1.384121e+04 2.317032e+04 5.231297e+04)	(-2.417962e+03 2.295416e+01 7.040192e+01)
1.77173       	(-1.641396e+04 2.266016e+04 5.170897e+04)	(-1.399332e+04 2.264091e+04 5.163646e+04)	(-2.420638e+03 1.925264e+01 7.250797e+01)
1.79709       	(-1.652819e+04 2.257079e+04 5.089876e+04)	(-1.410513e+04 2.255257e+04 5.082834e+04)	(-2.423061e+03 1.822072e+01 7.041989e+01)
1.82246       	(-1.634080e+04 2.149080e+04 4.999039e+04)	(-1.391447e+04 2.147177e+04 4.992140e+04)	(-2.426332e+03 1.902535e+01 6.899383e+01)
1.84465       	(-1.643667e+04 2.157366e+04 4.960839e+04)	(-1.400834e+04 2.155394e+04 4.954036e+04)	(-2.428328e+03 1.971884e+01 6.803219e+01)
1.86407       	(-1.633148e+04 2.122692e+04 4.926612e+04)	(-1.390392e+04 2.120670e+04 4.919888e+04)	(-2.427564e+03 2.022267e+01 6.723414e+01)
1.88349       	(-1.642960e+04 2.056776e+04 4.875342e+04)	(-1.400379e+04 2.054699e+04 4.868733e+04)	(-2.425812e+03 2.077135e+01 6.609097e+01)
1.90013       	(-1.645240e+04 1.996988e+04 4.810804e+04)	(-1.402938e+04 1.994907e+04 4.804230e+04)	(-2.423016e+03 2.081421e+01 6.573296e+01)
1.92011       	(-1.640135e+04 1.992961e+04 4.852965e+04)	(-1.398421e+04 1.990848e+04 4.846511e+04)	(-2.417134e+03 2.112682e+01 6.453332e+01)
1.94008       	(-1.634636e+04 1.917101e+04 4.786529e+04)	(-1.393570e+04 1.914951e+04 4.780224e+04)	(-2.410665e+03 2.150366e+01 6.305306e+01)
1.96005       	(-1.627075e+04 1.911266e+04 4.797537e+04)	(-1.386721e+04 1.909081e+04 4.791352e+04)	(-2.403543e+03 2.185025e+01 6.185024e+01)
1.98003       	(-1.631792e+04 1.901064e+04 4.798529e+04)	(-1.392248e+04 1.898858e+04 4.792433e+04)	(-2.395439e+03 2.205576e+01 6.095137e+01)
2             	(-1.614128e+04 1.899703e+04 4.806441e+04)	(-1.375228e+04 1.897479e+04 4.800438e+04)	(-2.389004e+03 2.224329e+01 6.003502e+01)
2.02174       	(-1.622453e+04 1.960370e+04 4.887288e+04)	(-1.384213e+04 1.958124e+04 4.881339e+04)	(-2.382399e+03 2.245999e+01 5.949366e+01)
2.04503       	(-1.606612e+04 1.989081e+04 4.924470e+04)	(-1.368902e+04 1.986780e+04 4.918592e+04)	(-2.377105e+03 2.300700e+01 5.877809e+01)
2.07016       	(-1.610071e+04 1.974608e+04 4.967333e+04)	(-1.373076e+04 1.972268e+04 4.961506e+04)	(-2.369950e+03 2.339914e+01 5.827194e+01)
2.09463       	(-1.604391e+04 2.003321e+04 4.993292e+04)	(-1.367973e+04 2.000859e+04 4.987607e+04)	(-2.364176e+03 2.461669e+01 5.685408e+01)
2.11727       	(-1.609894e+04 2.018741e+04 5.007909e+04)	(-1.374278e+04 2.016169e+04 5.002317e+04)	(-2.356166e+03 2.572580e+01 5.592618e+01)
2.13733       	(-1.610873e+04 2.051280e+04 5.004029e+04)	(-1.376117e+04 2.048676e+04 4.998484e+04)	(-2.347560e+03 2.603896e+01 5.544703e+01)
2.15693       	(-1.620672e+04 2.048861e+04 4.977745e+04)	(-1.386638e+04 2.046268e+04 4.972163e+04)	(-2.340344e+03 2.592920e+01 5.581901e+01)
2.17654       	(-1.611234e+04 2.078133e+04 4.978677e+04)	(-1.378104e+04 2.075537e+04 4.973029e+04)	(-2.331300e+03 2.596387e+01 5.647630e+01)
2.19713       	(-1.627169e+04 2.114630e+04 5.017698e+04)	(-1.395009e+04 2.111981e+04 5.012051e+04)	(-2.321601e+03 2.649545e+01 5.646306e+01)
2.21943       	(-1.613298e+04 2.138030e+04 5.061178e+04)	(-1.382287e+04 2.135359e+04 5.055584e+04)	(-2.310117e+03 2.670583e+01 5.594101e+01)
2.24308       	(-1.617955e+04 2.162417e+04 5.113043e+04)	(-1.388142e+04 2.159796e+04 5.107534e+04)	(-2.298122e+03 2.621094e+01 5.508765e+01)
2.26918       	(-1.608497e+04 2.203057e+04 5.151585e+04)	(-1.379885e+04 2.200453e+04 5.146108e+04)	(-2.286112e+03 2.603822e+01 5.477019e+01)
2.29528       	(-1.616769e+04 2.221582e+04 5.167896e+04)	(-1.389212e+04 2.218959e+04 5.162485e+04)	(-2.275566e+03 2.622791e+01 5.411088e+01)
2.32138       	(-1.613295e+04 2.195417e+04 5.137984e+04)	(-1.386807e+04 2.192772e+04 5.132643e+04)	(-2.264889e+03 2.644810e+01 5.340733e+01)
2.34853       	(-1.620884e+04 2.229463e+04 5.135217e+04)	(-1.395425e+04 2.226757e+04 5.129935e+04)	(-2.254596e+03 2.705754e+01 5.282037e+01)
2.37567       	(-1.620258e+04 2.247310e+04 5.118461e+04)	(-1.395587e+04 2.244513e+04 5.113208e+04)	(-2.246710e+03 2.796844e+01 5.253649e+01)
2.40282       	(-1.620438e+04 2.275121e+04 5.119050e+04)	(-1.396149e+04 2.272290e+04 5.113778e+04)	(-2.242882e+03 2.831093e+01 5.271995e+01)
2.42878       	(-1.624726e+04 2.287416e+04 5.107036e+04)	(-1.400631e+04 2.284543e+04 5.101702e+04)	(-2.240957e+03 2.872756e+01 5.334148e+01)
2.45598       	(-1.616001e+04 2.266943e+04 5.120832e+04)	(-1.392078e+04 2.264114e+04 5.115483e+04)	(-2.239231e+03 2.828968e+01 5.349584e+01)
2.48318       	(-1.627498e+04 2.260961e+04 5.113208e+04)	(-1.403739e+04 2.258143e+04 5.107835e+04)	(-2.237588e+03 2.818596e+01 5.372949e+01)
2.51038       	(-1.612531e+04 2.239756e+04 5.107308e+04)	(-1.389138e+04 2.236949e+04 5.101943e+04)	(-2.233926e+03 2.806324e+01 5.365505e+01)
2.53615       	(-1.622942e+04 2.241978e+04 5.090193e+04)	(-1.399844e+04 2.239136e+04 5.084844e+04)	(-2.230975e+03 2.842465e+01 5.349369e+01)
2.56192       	(-1.605114e+04 2.213182e+04 5.066743e+04)	(-1.382227e+04 2.210331e+04 5.061440e+04)	(-2.228877e+03 2.851600e+01 5.303537e+01)
2.5893        	(-1.616562e+04 2.218675e+04 5.074522e+04)	(-1.394212e+04 2.215823e+04 5.069303e+04)	(-2.223497e+03 2.851692e+01 5.219150e+01)
2.61497       	(-1.607555e+04 2.209871e+04 5.014624e+04)	(-1.385732e+04 2.206976e+04 5.009508e+04)	(-2.218235e+03 2.894563e+01 5.115060e+01)
2.64064       	(-1.613887e+04 2.187218e+04 4.991066e+04)	(-1.392528e+04 2.184265e+04 4.986068e+04)	(-2.213587e+03 2.952883e+01 4.997821e+01)
2.66631       	(-1.603911e+04 2.235859e+04 5.006430e+04)	(-1.382823e+04 2.232864e+04 5.001519e+04)	(-2.210879e+03 2.995407e+01 4.911691e+01)
2.69198       	(-1.608070e+04 2.201793e+04 5.039293e+04)	(-1.387370e+04 2.198760e+04 5.034478e+04)	(-2.207003e+03 3.032869e+01 4.815443e+01)
2.71765       	(-1.601815e+04 2.204900e+04 5.021979e+04)	(-1.381453e+04 2.201827e+04 5.017297e+04)	(-2.203621e+03 3.072653e+01 4.682537e+01)
2.74331       	(-1.615437e+04 2.212599e+04 5.066226e+04)	(-1.395371e+04 2.209503e+04 5.061668e+04)	(-2.200660e+03 3.096044e+01 4.557226e+01)
2.76665       	(-1.609348e+04 2.174537e+04 5.029185e+04)	(-1.389562e+04 2.171406e+04 5.024726e+04)	(-2.197865e+03 3.130359e+01 4.458934e+01)
2.78998       	(-1.609979e+04 2.149431e+04 5.039603e+04)	(-1.390336e+04 2.146310e+04 5.035212e+04)	(-2.196429e+03 3.120389e+01 4.390200e+01)
2.81332       	(-1.609528e+04 2.173578e+04 5.037447e+04)	(-1.389940e+04 2.170456e+04 5.033115e+04)	(-2.195885e+03 3.122397e+01 4.331843e+01)
2.83665       	(-1.613123e+04 2.087019e+04 4.977807e+04)	(-1.393621e+04 2.083905e+04 4.973531e+04)	(-2.195015e+03 3.113662e+01 4.276389e+01)
2.85999       	(-1.610549e+04 2.091492e+04 4.960475e+04)	(-1.391121e+04 2.088400e+04 4.956247e+04)	(-2.194279e+03 3.092742e+01 4.228067e+01)
2.88332       	(-1.610427e+04 2.073809e+04 4.962824e+04)	(-1.391039e+04 2.070719e+04 4.958645e+04)	(-2.193880e+03 3.089540e+01 4.178970e+01)
2.90666       	(-1.604658e+04 2.077319e+04 4.944660e+04)	(-1.385404e+04 2.074241e+04 4.940508e+04)	(-2.192546e+03 3.078201e+01 4.152381e+01)
2.92999       	(-1.599620e+04 2.053341e+04 4.956467e+04)	(-1.380497e+04 2.050271e+04 4.952328e+04)	(-2.191231e+03 3.069801e+01 4.139301e+01)
2.95333       	(-1.599543e+04 2.079950e+04 4.966291e+04)	(-1.380466e+04 2.076882e+04 4.962123e+04)	(-2.190772e+03 3.067870e+01 4.167837e+01)
2.97666       	(-1.593050e+04 2.081474e+04 4.984408e+04)	(-1.374156e+04 2.078423e+04 4.980242e+04)	(-2.188938e+03 3.050322e+01 4.166017e+01)
3             	(-1.593920e+04 2.071196e+04 4.983846e+04)	(-1.375244e+04 2.068151e+04 4.979694e+04)	(-2.186763e+03 3.044797e+01 4.152061e+01)
3.02128       	(-1.583886e+04 2.068670e+04 4.963377e+04)	(-1.365379e+04 2.065626e+04 4.959250e+04)	(-2.185069e+03 3.044145e+01 4.126447e+01)
3.04352       	(-1.583599e+04 2.102426e+04 4.964190e+04)	(-1.365340e+04 2.099357e+04 4.960131e+04)	(-2.182585e+03 3.068878e+01 4.058522e+01)
3.06576       	(-1.584156e+04 2.108099e+04 5.000429e+04)	(-1.366039e+04 2.105018e+04 4.996411e+04)	(-2.181178e+03 3.080645e+01 4.017720e+01)
3.08855       	(-1.580032e+04 2.127323e+04 4.985280e+04)	(-1.362055e+04 2.124202e+04 4.981316e+04)	(-2.179770e+03 3.121160e+01 3.964617e+01)
