#0.000120005   	(-8.693264e+06 2.351296e+06 3.530993e+06)	(-8.693228e+06 2.351296e+06 3.530993e+06)	(-3.509522e+01 -3.330255e-02 4.254118e-02)
#0.000264017   	(-6.607853e+05 1.950745e+05 2.921564e+05)	(-6.607411e+05 1.950745e+05 2.921565e+05)	(-4.420534e+01 -4.850991e-02 -8.387532e-02)
#0.000436833   	(-2.835864e+05 1.337823e+05 1.924056e+05)	(-2.835414e+05 1.337824e+05 1.924057e+05)	(-4.500827e+01 -5.331213e-02 -1.436570e-01)
#0.000644211   	(-1.625185e+05 9.884993e+04 1.418829e+05)	(-1.624736e+05 9.885002e+04 1.418831e+05)	(-4.493218e+01 -9.319304e-02 -1.698326e-01)
#0.000893055   	(-1.068364e+05 7.834037e+04 1.141395e+05)	(-1.067915e+05 7.834049e+04 1.141397e+05)	(-4.486004e+01 -1.272400e-01 -1.868648e-01)
#0.00119165    	(-7.436536e+04 6.540524e+04 9.729530e+04)	(-7.432058e+04 6.540540e+04 9.729550e+04)	(-4.478786e+01 -1.580252e-01 -1.975738e-01)
#0.0015499     	(-5.362352e+04 5.684546e+04 8.657420e+04)	(-5.357881e+04 5.684565e+04 8.657441e+04)	(-4.471401e+01 -1.874538e-01 -2.037771e-01)
#0.00197972    	(-3.954290e+04 5.099690e+04 7.950212e+04)	(-3.949826e+04 5.099712e+04 7.950233e+04)	(-4.463784e+01 -2.168618e-01 -2.065043e-01)
#0.00249549    	(-2.958913e+04 4.684677e+04 7.471034e+04)	(-2.954457e+04 4.684702e+04 7.471055e+04)	(-4.455931e+01 -2.476945e-01 -2.069812e-01)
#0.00311429    	(-2.239191e+04 4.394078e+04 7.137794e+04)	(-2.234743e+04 4.394106e+04 7.137814e+04)	(-4.447883e+01 -2.815987e-01 -2.060636e-01)
0.542907      	(-5.287267e+03 3.124161e+04 5.834339e+04)	(-5.153863e+03 3.124147e+04 5.834407e+04)	(-1.334039e+02 1.468150e-01 -6.796481e-01)
0.593695      	(-5.385761e+03 3.144767e+04 5.859315e+04)	(-5.223451e+03 3.144706e+04 5.859404e+04)	(-1.623099e+02 6.125291e-01 -8.978809e-01)
0.644483      	(-5.426850e+03 3.168626e+04 5.866493e+04)	(-5.230165e+03 3.168515e+04 5.866612e+04)	(-1.966850e+02 1.113069e+00 -1.185967e+00)
0.695271      	(-5.533674e+03 3.181207e+04 5.872902e+04)	(-5.297844e+03 3.181043e+04 5.873054e+04)	(-2.358299e+02 1.635464e+00 -1.528530e+00)
0.74606       	(-5.604991e+03 3.184035e+04 5.865620e+04)	(-5.326708e+03 3.183826e+04 5.865805e+04)	(-2.782831e+02 2.086876e+00 -1.848420e+00)
0.796848      	(-5.703055e+03 3.169370e+04 5.853774e+04)	(-5.380126e+03 3.169114e+04 5.853995e+04)	(-3.229291e+02 2.563450e+00 -2.210647e+00)
0.847636      	(-5.783833e+03 3.166265e+04 5.845937e+04)	(-5.415563e+03 3.165952e+04 5.846200e+04)	(-3.682709e+02 3.133748e+00 -2.632815e+00)
0.898424      	(-5.867416e+03 3.158607e+04 5.830760e+04)	(-5.454283e+03 3.158239e+04 5.831058e+04)	(-4.131336e+02 3.681900e+00 -2.978488e+00)
0.949212      	(-5.944449e+03 3.136186e+04 5.817846e+04)	(-5.488693e+03 3.135758e+04 5.818155e+04)	(-4.557569e+02 4.276532e+00 -3.087367e+00)
1             	(-6.014547e+03 3.109144e+04 5.794637e+04)	(-5.518438e+03 3.108638e+04 5.794964e+04)	(-4.961089e+02 5.056993e+00 -3.263188e+00)
1.04545       	(-6.062738e+03 3.098818e+04 5.787552e+04)	(-5.531836e+03 3.098269e+04 5.787853e+04)	(-5.309018e+02 5.495496e+00 -3.014723e+00)
1.08364       	(-6.100509e+03 3.062224e+04 5.756035e+04)	(-5.542526e+03 3.061649e+04 5.756284e+04)	(-5.579835e+02 5.752805e+00 -2.487484e+00)
1.12727       	(-6.166030e+03 3.076470e+04 5.755303e+04)	(-5.579743e+03 3.075860e+04 5.755503e+04)	(-5.862867e+02 6.102639e+00 -1.997320e+00)
1.17576       	(-6.215281e+03 3.099318e+04 5.767896e+04)	(-5.601422e+03 3.098683e+04 5.768036e+04)	(-6.138583e+02 6.352072e+00 -1.400317e+00)
1.22424       	(-6.240811e+03 3.103840e+04 5.764771e+04)	(-5.602650e+03 3.103176e+04 5.764848e+04)	(-6.381610e+02 6.638014e+00 -7.624718e-01)
1.26988       	(-6.299247e+03 3.098922e+04 5.764470e+04)	(-5.639944e+03 3.098202e+04 5.764495e+04)	(-6.593035e+02 7.206802e+00 -2.523145e-01)
1.31044       	(-6.312432e+03 3.109632e+04 5.760990e+04)	(-5.634844e+03 3.108809e+04 5.761063e+04)	(-6.775882e+02 8.223021e+00 -7.263030e-01)
1.35354       	(-6.366729e+03 3.104653e+04 5.726648e+04)	(-5.668395e+03 3.103712e+04 5.726785e+04)	(-6.983338e+02 9.404826e+00 -1.369475e+00)
1.38945       	(-6.386120e+03 3.056535e+04 5.684536e+04)	(-5.673707e+03 3.055519e+04 5.684717e+04)	(-7.124132e+02 1.016333e+01 -1.810610e+00)
1.42337       	(-6.408461e+03 3.045090e+04 5.668664e+04)	(-5.686116e+03 3.043949e+04 5.669015e+04)	(-7.223455e+02 1.140495e+01 -3.508309e+00)
1.45729       	(-6.447657e+03 3.038393e+04 5.655561e+04)	(-5.716593e+03 3.037222e+04 5.655924e+04)	(-7.310641e+02 1.170924e+01 -3.629538e+00)
1.49605       	(-6.452679e+03 3.035490e+04 5.632890e+04)	(-5.715639e+03 3.034288e+04 5.633278e+04)	(-7.370405e+02 1.201913e+01 -3.881066e+00)
1.53805       	(-6.468441e+03 3.042057e+04 5.622715e+04)	(-5.726442e+03 3.040807e+04 5.623181e+04)	(-7.419985e+02 1.249887e+01 -4.657481e+00)
1.58424       	(-6.489823e+03 3.025959e+04 5.605682e+04)	(-5.740362e+03 3.024681e+04 5.606242e+04)	(-7.494614e+02 1.277849e+01 -5.596020e+00)
1.62582       	(-6.490848e+03 3.014693e+04 5.589135e+04)	(-5.737913e+03 3.013565e+04 5.589585e+04)	(-7.529345e+02 1.127652e+01 -4.499354e+00)
1.67259       	(-6.512809e+03 2.974360e+04 5.549835e+04)	(-5.757681e+03 2.973214e+04 5.550366e+04)	(-7.551280e+02 1.145741e+01 -5.310726e+00)
1.71352       	(-6.540927e+03 2.916806e+04 5.498968e+04)	(-5.782356e+03 2.915594e+04 5.499456e+04)	(-7.585706e+02 1.211601e+01 -4.876063e+00)
1.75444       	(-6.537545e+03 2.857156e+04 5.431623e+04)	(-5.778535e+03 2.855974e+04 5.432081e+04)	(-7.590100e+02 1.182175e+01 -4.579097e+00)
1.78952       	(-6.563976e+03 2.836738e+04 5.406155e+04)	(-5.805939e+03 2.835635e+04 5.406532e+04)	(-7.580373e+02 1.102236e+01 -3.766055e+00)
1.81583       	(-6.539159e+03 2.832286e+04 5.376341e+04)	(-5.784247e+03 2.831176e+04 5.376679e+04)	(-7.549127e+02 1.110399e+01 -3.378657e+00)
1.84653       	(-6.552710e+03 2.810105e+04 5.347043e+04)	(-5.803359e+03 2.809053e+04 5.347291e+04)	(-7.493511e+02 1.051810e+01 -2.475920e+00)
1.8849        	(-6.566570e+03 2.812391e+04 5.344217e+04)	(-5.821676e+03 2.811384e+04 5.344396e+04)	(-7.448942e+02 1.007088e+01 -1.785086e+00)
1.92326       	(-6.553603e+03 2.810567e+04 5.336843e+04)	(-5.812894e+03 2.809636e+04 5.336922e+04)	(-7.407089e+02 9.301536e+00 -7.901998e-01)
1.96163       	(-6.557774e+03 2.816953e+04 5.342870e+04)	(-5.820852e+03 2.816049e+04 5.342904e+04)	(-7.369214e+02 9.036962e+00 -3.347889e-01)
2             	(-6.560638e+03 2.819207e+04 5.345171e+04)	(-5.825588e+03 2.818315e+04 5.345241e+04)	(-7.350502e+02 8.912816e+00 -6.949417e-01)
2.03846       	(-6.581070e+03 2.812157e+04 5.356902e+04)	(-5.844195e+03 2.811173e+04 5.357064e+04)	(-7.368749e+02 9.839618e+00 -1.623756e+00)
2.06517       	(-6.553714e+03 2.773009e+04 5.317505e+04)	(-5.815955e+03 2.771907e+04 5.317934e+04)	(-7.377590e+02 1.102724e+01 -4.282892e+00)
2.09533       	(-6.573059e+03 2.734166e+04 5.296385e+04)	(-5.834022e+03 2.732778e+04 5.297044e+04)	(-7.390367e+02 1.387721e+01 -6.589848e+00)
2.12764       	(-6.589190e+03 2.728055e+04 5.312754e+04)	(-5.843624e+03 2.725975e+04 5.314053e+04)	(-7.455657e+02 2.080383e+01 -1.299959e+01)
2.16119       	(-6.584913e+03 2.699444e+04 5.291062e+04)	(-5.838042e+03 2.696822e+04 5.292898e+04)	(-7.468708e+02 2.621775e+01 -1.836102e+01)
2.19614       	(-6.619417e+03 2.665361e+04 5.235526e+04)	(-5.862204e+03 2.662196e+04 5.237601e+04)	(-7.572131e+02 3.164986e+01 -2.074821e+01)
2.23633       	(-6.653429e+03 2.660635e+04 5.208728e+04)	(-5.873206e+03 2.657059e+04 5.210804e+04)	(-7.802225e+02 3.576751e+01 -2.076171e+01)
2.28125       	(-6.677458e+03 2.678158e+04 5.193755e+04)	(-5.872714e+03 2.674627e+04 5.195618e+04)	(-8.047433e+02 3.530900e+01 -1.862410e+01)
2.31719       	(-6.719478e+03 2.676318e+04 5.164939e+04)	(-5.902238e+03 2.673196e+04 5.166286e+04)	(-8.172395e+02 3.121293e+01 -1.346989e+01)
2.35133       	(-6.708200e+03 2.693883e+04 5.170454e+04)	(-5.888191e+03 2.691111e+04 5.171447e+04)	(-8.200083e+02 2.772316e+01 -9.935380e+00)
2.38547       	(-6.743743e+03 2.702240e+04 5.177618e+04)	(-5.931344e+03 2.699689e+04 5.178427e+04)	(-8.123983e+02 2.550710e+01 -8.088473e+00)
2.41782       	(-6.724310e+03 2.708670e+04 5.183972e+04)	(-5.920188e+03 2.706227e+04 5.184594e+04)	(-8.041216e+02 2.442565e+01 -6.217466e+00)
2.4542        	(-6.739011e+03 2.707714e+04 5.182524e+04)	(-5.945364e+03 2.705427e+04 5.183027e+04)	(-7.936467e+02 2.286901e+01 -5.024014e+00)
2.49319       	(-6.727317e+03 2.713191e+04 5.191071e+04)	(-5.949656e+03 2.711151e+04 5.191552e+04)	(-7.776603e+02 2.039323e+01 -4.811699e+00)
2.53542       	(-6.740110e+03 2.713106e+04 5.190913e+04)	(-5.976628e+03 2.711157e+04 5.191365e+04)	(-7.634816e+02 1.949031e+01 -4.518414e+00)
2.58188       	(-6.724723e+03 2.709441e+04 5.187733e+04)	(-5.974690e+03 2.707535e+04 5.188142e+04)	(-7.500335e+02 1.906212e+01 -4.088684e+00)
2.63414       	(-6.733184e+03 2.713224e+04 5.190511e+04)	(-5.995735e+03 2.711351e+04 5.190912e+04)	(-7.374493e+02 1.873555e+01 -4.006265e+00)
2.68641       	(-6.716668e+03 2.708842e+04 5.188364e+04)	(-5.994168e+03 2.707120e+04 5.188780e+04)	(-7.225001e+02 1.721732e+01 -4.162196e+00)
2.73867       	(-6.726634e+03 2.708669e+04 5.184828e+04)	(-6.018157e+03 2.707049e+04 5.185239e+04)	(-7.084779e+02 1.620768e+01 -4.107932e+00)
2.79094       	(-6.693429e+03 2.722561e+04 5.188437e+04)	(-5.997351e+03 2.721041e+04 5.188737e+04)	(-6.960782e+02 1.519804e+01 -3.004764e+00)
2.8432        	(-6.682736e+03 2.716962e+04 5.184068e+04)	(-5.994786e+03 2.715646e+04 5.184289e+04)	(-6.879500e+02 1.316336e+01 -2.205528e+00)
2.89547       	(-6.680760e+03 2.715581e+04 5.181045e+04)	(-5.999278e+03 2.714418e+04 5.181197e+04)	(-6.814823e+02 1.162933e+01 -1.512187e+00)
2.94773       	(-6.688203e+03 2.709354e+04 5.179421e+04)	(-6.012411e+03 2.708319e+04 5.179511e+04)	(-6.757926e+02 1.034753e+01 -9.010295e-01)
3             	(-6.670415e+03 2.702154e+04 5.163321e+04)	(-5.999546e+03 2.701224e+04 5.163382e+04)	(-6.708689e+02 9.297004e+00 -6.065610e-01)
3.05          	(-6.661860e+03 2.702223e+04 5.159682e+04)	(-5.994167e+03 2.701382e+04 5.159733e+04)	(-6.676929e+02 8.410443e+00 -5.050272e-01)
3.1           	(-6.669637e+03 2.704566e+04 5.162544e+04)	(-6.004625e+03 2.703804e+04 5.162573e+04)	(-6.650126e+02 7.617413e+00 -2.872396e-01)
3.15          	(-6.689468e+03 2.701880e+04 5.162353e+04)	(-6.026238e+03 2.701234e+04 5.162365e+04)	(-6.632297e+02 6.460319e+00 -1.126301e-01)
3.2           	(-6.671238e+03 2.701546e+04 5.157359e+04)	(-6.008922e+03 2.700955e+04 5.157380e+04)	(-6.623164e+02 5.913637e+00 -2.125290e-01)
3.25          	(-6.667335e+03 2.707332e+04 5.156804e+04)	(-6.005046e+03 2.706678e+04 5.156919e+04)	(-6.622891e+02 6.544247e+00 -1.145471e+00)
3.3           	(-6.662360e+03 2.703620e+04 5.155022e+04)	(-5.999754e+03 2.702894e+04 5.155218e+04)	(-6.626054e+02 7.265635e+00 -1.961720e+00)
3.35          	(-6.644733e+03 2.702595e+04 5.150739e+04)	(-5.982067e+03 2.701825e+04 5.150986e+04)	(-6.626657e+02 7.706170e+00 -2.471935e+00)
3.4           	(-6.642355e+03 2.703647e+04 5.153779e+04)	(-5.979186e+03 2.702831e+04 5.154081e+04)	(-6.631692e+02 8.158692e+00 -3.020428e+00)
3.45          	(-6.634593e+03 2.707102e+04 5.151186e+04)	(-5.971440e+03 2.706245e+04 5.151541e+04)	(-6.631535e+02 8.568258e+00 -3.547542e+00)
3.5           	(-6.640063e+03 2.711141e+04 5.150884e+04)	(-5.976627e+03 2.710264e+04 5.151286e+04)	(-6.634353e+02 8.771125e+00 -4.026337e+00)
3.55          	(-6.646003e+03 2.711965e+04 5.143552e+04)	(-5.982353e+03 2.711062e+04 5.144003e+04)	(-6.636506e+02 9.029957e+00 -4.502641e+00)
3.6           	(-6.642040e+03 2.716506e+04 5.140740e+04)	(-5.978722e+03 2.715588e+04 5.141221e+04)	(-6.633179e+02 9.179821e+00 -4.814630e+00)
3.65          	(-6.657383e+03 2.714263e+04 5.137131e+04)	(-5.993678e+03 2.713329e+04 5.137651e+04)	(-6.637051e+02 9.343613e+00 -5.201231e+00)
3.7           	(-6.645182e+03 2.711698e+04 5.127796e+04)	(-5.981760e+03 2.710728e+04 5.128341e+04)	(-6.634218e+02 9.702558e+00 -5.452162e+00)
3.75          	(-6.644156e+03 2.711048e+04 5.121392e+04)	(-5.980679e+03 2.710060e+04 5.121960e+04)	(-6.634770e+02 9.884943e+00 -5.683218e+00)
3.8           	(-6.646941e+03 2.712567e+04 5.114868e+04)	(-5.983191e+03 2.711542e+04 5.115462e+04)	(-6.637502e+02 1.025031e+01 -5.937753e+00)
3.85          	(-6.645996e+03 2.709771e+04 5.110265e+04)	(-5.981971e+03 2.708727e+04 5.110871e+04)	(-6.640253e+02 1.043781e+01 -6.060434e+00)
3.9           	(-6.626001e+03 2.708108e+04 5.101844e+04)	(-5.961569e+03 2.707049e+04 5.102460e+04)	(-6.644316e+02 1.059278e+01 -6.166494e+00)
3.95          	(-6.630844e+03 2.706515e+04 5.098255e+04)	(-5.966404e+03 2.705446e+04 5.098891e+04)	(-6.644403e+02 1.069867e+01 -6.356144e+00)
4             	(-6.634627e+03 2.707041e+04 5.090545e+04)	(-5.970453e+03 2.705953e+04 5.091179e+04)	(-6.641744e+02 1.087610e+01 -6.338558e+00)
4.05          	(-6.625015e+03 2.708199e+04 5.084220e+04)	(-5.961774e+03 2.707097e+04 5.084861e+04)	(-6.632417e+02 1.101295e+01 -6.410060e+00)
4.1           	(-6.626145e+03 2.712447e+04 5.084020e+04)	(-5.963930e+03 2.711327e+04 5.084661e+04)	(-6.622141e+02 1.120458e+01 -6.406540e+00)
4.15          	(-6.619215e+03 2.713724e+04 5.080576e+04)	(-5.957988e+03 2.712588e+04 5.081212e+04)	(-6.612270e+02 1.135908e+01 -6.354693e+00)
4.2           	(-6.600056e+03 2.713150e+04 5.075139e+04)	(-5.939683e+03 2.711991e+04 5.075775e+04)	(-6.603729e+02 1.159194e+01 -6.362357e+00)
4.25          	(-6.608717e+03 2.712140e+04 5.071833e+04)	(-5.949319e+03 2.710972e+04 5.072465e+04)	(-6.593980e+02 1.168281e+01 -6.321127e+00)
4.3           	(-6.604476e+03 2.713965e+04 5.069464e+04)	(-5.945797e+03 2.712804e+04 5.070073e+04)	(-6.586793e+02 1.160452e+01 -6.083631e+00)
4.35          	(-6.599636e+03 2.712690e+04 5.062918e+04)	(-5.941511e+03 2.711558e+04 5.063497e+04)	(-6.581252e+02 1.132701e+01 -5.792198e+00)
4.4           	(-6.586908e+03 2.712863e+04 5.057419e+04)	(-5.929181e+03 2.711771e+04 5.057965e+04)	(-6.577263e+02 1.091970e+01 -5.462476e+00)
4.45          	(-6.593224e+03 2.711209e+04 5.050859e+04)	(-5.935947e+03 2.710164e+04 5.051382e+04)	(-6.572773e+02 1.044851e+01 -5.236758e+00)
4.5           	(-6.581459e+03 2.710615e+04 5.044596e+04)	(-5.924231e+03 2.709615e+04 5.045092e+04)	(-6.572279e+02 1.000675e+01 -4.960050e+00)
4.55          	(-6.594567e+03 2.713277e+04 5.040372e+04)	(-5.936691e+03 2.712327e+04 5.040827e+04)	(-6.578760e+02 9.496202e+00 -4.543328e+00)
4.6           	(-6.598163e+03 2.718206e+04 5.038075e+04)	(-5.939339e+03 2.717314e+04 5.038470e+04)	(-6.588248e+02 8.913813e+00 -3.951459e+00)
4.65          	(-6.615654e+03 2.720606e+04 5.035456e+04)	(-5.955952e+03 2.719768e+04 5.035795e+04)	(-6.597021e+02 8.380071e+00 -3.391875e+00)
4.7           	(-6.593270e+03 2.716333e+04 5.024739e+04)	(-5.932881e+03 2.715555e+04 5.025038e+04)	(-6.603894e+02 7.780195e+00 -2.986714e+00)
4.75          	(-6.601945e+03 2.719787e+04 5.023670e+04)	(-5.941715e+03 2.719072e+04 5.023901e+04)	(-6.602299e+02 7.149949e+00 -2.306419e+00)
4.8           	(-6.592098e+03 2.718315e+04 5.018271e+04)	(-5.931956e+03 2.717655e+04 5.018434e+04)	(-6.601416e+02 6.598492e+00 -1.631590e+00)
4.85          	(-6.591683e+03 2.725576e+04 5.019460e+04)	(-5.931440e+03 2.724979e+04 5.019565e+04)	(-6.602433e+02 5.976924e+00 -1.042985e+00)
4.9           	(-6.599758e+03 2.726010e+04 5.016906e+04)	(-5.939846e+03 2.725474e+04 5.016957e+04)	(-6.599124e+02 5.354975e+00 -5.097321e-01)
4.95          	(-6.603486e+03 2.726354e+04 5.012399e+04)	(-5.943681e+03 2.725878e+04 5.012391e+04)	(-6.598057e+02 4.766422e+00 7.743891e-02)
5             	(-6.618742e+03 2.724840e+04 5.007952e+04)	(-5.958547e+03 2.724414e+04 5.007897e+04)	(-6.601947e+02 4.255790e+00 5.558875e-01)
5.05          	(-6.604708e+03 2.723981e+04 5.001199e+04)	(-5.943645e+03 2.723598e+04 5.001087e+04)	(-6.610630e+02 3.829498e+00 1.117274e+00)
5.1           	(-6.591883e+03 2.721447e+04 4.994746e+04)	(-5.929650e+03 2.721103e+04 4.994580e+04)	(-6.622336e+02 3.441587e+00 1.658019e+00)
5.15          	(-6.609856e+03 2.720012e+04 4.996165e+04)	(-5.946187e+03 2.719709e+04 4.995948e+04)	(-6.636688e+02 3.027591e+00 2.172191e+00)
5.2           	(-6.620654e+03 2.719192e+04 4.988286e+04)	(-5.955743e+03 2.718933e+04 4.988015e+04)	(-6.649110e+02 2.581617e+00 2.702925e+00)
5.25          	(-6.622182e+03 2.715306e+04 4.979974e+04)	(-5.955437e+03 2.715106e+04 4.979659e+04)	(-6.667448e+02 1.999476e+00 3.144940e+00)
5.3           	(-6.619273e+03 2.713455e+04 4.974292e+04)	(-5.949948e+03 2.713322e+04 4.973939e+04)	(-6.693242e+02 1.331346e+00 3.535040e+00)
5.35          	(-6.628575e+03 2.709128e+04 4.968378e+04)	(-5.956998e+03 2.709051e+04 4.968011e+04)	(-6.715763e+02 7.721589e-01 3.663189e+00)
5.4           	(-6.623573e+03 2.712026e+04 4.967495e+04)	(-5.949562e+03 2.712001e+04 4.967114e+04)	(-6.740110e+02 2.469779e-01 3.812512e+00)
5.45          	(-6.636765e+03 2.714946e+04 4.969437e+04)	(-5.960108e+03 2.714963e+04 4.969051e+04)	(-6.766578e+02 -1.728067e-01 3.856071e+00)
5.5           	(-6.616985e+03 2.710738e+04 4.963078e+04)	(-5.937284e+03 2.710790e+04 4.962693e+04)	(-6.797007e+02 -5.216364e-01 3.846634e+00)
5.55          	(-6.633698e+03 2.718219e+04 4.962516e+04)	(-5.950655e+03 2.718309e+04 4.962129e+04)	(-6.830437e+02 -9.046933e-01 3.871076e+00)
